,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,ISO-alpha3 code
100,Indonesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.70012,..,..,..,..,..,IDN
101,Iran (Islamic Republic of),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.75077,40.57097,36.02655,34.02005,39.21664,38.844,32.08071,33.79686,32.57969,30.90562,24.33045,20.91197,20.95259,21.29483,..,..,..,..,IRN
102,Iraq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.66931,21.20046,17.88887,13.69548,17.99334,16.07373,..,12.48832,12.27411,..,IRQ
103,Ireland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.56007,68.20211,..,..,59.08959,56.57793,..,..,47.94953,..,..,..,..,..,..,..,..,..,..,..,IRL
104,Isle of Man,..,..,..,12.95748,11.38601,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.89249,7.0017,2.76293,2.87178,2.32651,1.50043,1.07511,0.80105,2.2668,0.98176,1.93362,1.75931,0.02392,..,0.06039,..,..,..,..,..,..,IMN
105,Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,ISR
106,Italy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.46758,1.17404,0.60717,0.7368,1.09591,1.03664,0.52866,..,0.23378,..,..,..,0.01228,0.03626,0.3411,0.22538,0.11772,..,..,..,ITA
107,Jamaica,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.49305,13.58738,10.58279,9.79579,8.84716,7.61415,7.07494,5.25929,6.18515,4.32266,4.68818,3.91661,6.26994,6.68568,4.76423,4.33074,3.42533,3.04743,..,..,JAM
108,Japan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.41903,17.47274,18.91112,17.19523,16.79224,12.08028,11.7677,..,..,..,..,..,..,..,18.6344,18.91316,19.84707,18.43913,17.78169,..,JPN
109,Jersey,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.22702,1.68631,1.26932,0.98417,..,..,JEY
110,Jordan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,JOR
111,Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.50998,20.56834,..,17.66723,17.09031,18.01252,19.29542,15.95437,..,15.45296,..,..,20.41857,..,27.9478,29.09326,..,..,34.41258,..,KAZ
112,Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.11461,..,..,..,..,..,0.20021,..,..,..,0.34489,0.26179,..,0.03946,..,..,..,..,..,KEN
113,Kiribati,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.74468,..,37.15907,33.63175,30.05039,28.18836,29.16782,33.78793,22.80887,23.2533,..,..,..,..,..,..,..,..,..,KIR
114,Kuwait,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,KWT
115,Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.77113,..,..,12.98772,14.85672,15.45992,..,..,..,..,..,7.92324,8.89965,..,9.06223,11.6368,10.99858,12.2067,12.34917,9.03607,..,..,..,KGZ
116,Lao People's Democratic Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.93495,12.83451,12.40218,12.98458,..,..,..,..,..,..,14.76604,10.78066,8.57323,7.98946,..,LAO
117,Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.4365,..,..,..,..,50.01312,48.9938,48.73783,50.17058,50.27853,49.26213,46.77148,45.13724,44.88721,45.61653,45.45886,44.33638,40.93631,40.23817,42.85331,41.05194,38.77366,34.24505,31.49758,30.57564,30.31043,..,LVA
118,Lebanon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.07787,5.47649,5.10396,4.56904,4.51324,2.2969,2.81251,3.03611,2.33955,2.18362,..,LBN
119,Lesotho,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.2929,23.15582,23.1168,21.5574,24.10787,24.54103,29.94376,..,..,..,..,..,..,LSO
120,Liberia,..,..,42.18875,34.80421,..,..,..,42.83748,24.42147,24.71364,22.99746,20.35809,20.40303,19.55466,23.30159,20.69191,20.52997,..,..,..,..,14.76901,16.88101,20.16136,17.57605,..,15.76054,..,15.66678,11.76392,22.55026,21.25824,20.75885,17.40525,15.82106,15.26575,16.64321,21.14729,21.80754,21.46534,20.68591,22.15503,24.32705,25.66613,26.91784,26.98753,28.01544,..,..,LBR
121,Libya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.03687,32.67247,..,..,..,LBY
122,Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,LIE
123,Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.93295,..,..,..,11.64523,13.69772,13.1234,14.86186,12.07896,..,..,15.66434,16.09901,..,..,LTU
124,Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.17196,4.11525,3.43053,1.41121,1.98362,1.76442,1.0158,0.72945,0.0439,..,..,0.32797,0.51246,0.39633,0.93664,0.88187,0.84568,0.80202,0.88468,..,..,LUX
125,Madagascar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.92003,10.31301,12.79284,14.06893,13.98336,14.49035,11.03545,10.53159,10.90065,10.06783,..,8.43303,8.77142,9.48613,10.71819,10.87239,11.45327,11.0283,..,..,MDG
126,Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.86294,..,55.0079,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MWI
127,Malaysia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.86283,..,..,42.88874,..,47.57394,50.81166,47.88276,43.51694,40.53023,40.82884,..,..,..,38.8053,36.04683,36.12245,37.41314,..,..,MYS
128,Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.46414,21.55362,21.33364,19.56826,18.70806,10.20795,9.11777,14.74936,15.14798,19.78484,19.78143,19.66538,19.82356,20.85211,19.15497,21.49014,22.6639,21.89813,21.968,21.7285,..,MDV
129,Mali,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.63694,18.40303,..,17.2565,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MLI
130,Malta,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.52319,69.02711,67.50564,..,..,62.92858,61.01065,62.11525,66.883,..,MLT
131,Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.11865,15.66681,..,..,..,..,..,..,..,14.6236,..,12.97038,11.98694,..,..,..,..,..,..,..,..,..,7.45443,8.43426,7.00625,5.07213,6.6543,..,..,MHL
132,Martinique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.10616,..,..,..,..,..,..,..,..,..,..,..,..,22.47948,24.37811,..,..,MTQ
133,Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MRT
134,Mauritius,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.09333,66.89262,..,67.68437,64.54276,66.38401,..,..,..,..,..,53.71716,56.42247,54.89087,..,54.22555,55.54458,..,MUS
135,Mayotte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.07225,26.04803,24.31231,22.4225,19.92816,..,14.30759,..,..,..,..,..,..,..,..,..,..,8.21443,9.49378,9.35899,..,MYT
136,Mexico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MEX
137,Micronesia (Federated States of),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.9856,37.08059,..,32.14363,29.29681,27.7954,26.3951,25.46376,24.32956,24.17027,24.84621,25.75567,26.8727,26.45319,23.32336,21.87581,19.93246,18.53787,18.13186,..,FSM
138,Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MCO
139,Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MNG
140,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.0293,27.84779,24.78378,19.38846,16.98186,8.17439,8.66202,6.62279,8.40782,..,..,..,..,..,..,..,..,..,..,..,..,MNE
141,Montserrat,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.78149,9.71277,..,MSR
142,Morocco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.12246,..,..,..,..,..,..,..,..,..,..,..,MAR
143,Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.37725,46.60754,44.91666,43.9449,..,40.4414,37.51895,33.68059,..,..,..,..,23.26956,..,MOZ
144,Myanmar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.66592,82.48819,..,..,..,76.78059,74.32627,71.93188,61.12326,..,66.34088,62.36828,61.40488,58.52237,55.92145,54.59582,53.77105,54.98135,56.5064,54.90798,56.16229,57.46915,..,..,..,MMR
145,Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.3356,59.79038,58.38936,57.6117,51.58972,50.47329,48.05665,47.04247,..,45.38955,44.30199,..,..,..,..,..,..,29.50945,..,NAM
146,Nauru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.73107,22.6024,22.58417,22.53358,20.1906,23.61952,21.89208,21.19148,19.60508,18.12627,..,..,..,..,..,..,..,..,..,..,..,NRU
147,Nepal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.61972,..,23.12812,..,28.594,..,..,NPL
148,Netherlands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.74687,23.62669,..,26.33568,23.85093,15.46172,13.75117,..,NLD
149,Netherlands Antilles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.32518,1.50575,2.82599,..,1.27842,..,..,2.19773,2.77829,2.40387,2.95238,1.74219,1.98978,2.5356,3.1823,2.9003,2.0796,2.34426,..,..,0.28451,0.12698,..,..,
150,New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NCL
151,New Zealand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NZL
152,Nicaragua,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.13284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.32867,3.2828,2.73757,2.00848,1.25117,..,NIC
153,Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.71801,44.79489,41.22833,..,38.44831,35.5788,18.89415,..,..,..,18.82126,..,..,..,..,..,..,..,..,NER
154,Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.42951,..,93.21328,93.12282,92.98561,92.03826,89.62711,..,87.85481,88.11843,88.57821,86.95091,87.10636,..,..,81.67289,80.09694,..,76.70406,..,NGA
155,Niue,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NIU
156,Norfolk Island,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NFK
157,Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MNP
158,Norway,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NOR
159,Oman,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.35409,4.24334,4.77538,5.07611,5.20368,4.94539,4.76804,4.22158,3.33858,2.16008,3.075,3.99267,4.51756,4.85401,4.80478,4.71949,4.33982,4.02023,3.77008,4.30586,..,OMN
160,Pakistan,..,..,..,..,..,..,..,..,..,..,..,..,87.83683,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.44272,24.46831,21.31086,20.71108,19.75687,..,..,..,..,..,13.0263,..,7.69825,5.66723,5.49512,..,5.4767,4.03775,8.17006,..,PAK
161,Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.35495,70.5578,70.23114,69.36114,..,69.02017,68.11312,66.93245,63.88317,61.40157,59.36956,59.86423,..,PLW
162,Palestine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
163,Panama,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.04995,21.50512,19.25229,17.87841,15.81199,12.91327,10.41335,9.73063,9.95843,10.00776,11.59938,13.15923,14.17469,14.68744,15.03184,15.17887,14.21619,13.38165,11.88789,..,PAN
164,Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.12603,29.55727,27.34655,25.64323,..,26.13579,26.79658,..,..,24.3585,22.8099,23.06559,22.77876,..,19.10143,20.76474,20.13829,..,..,..,PNG
165,Paraguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.77254,..,..,PRY
166,Peru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.22487,..,27.05848,26.68312,26.72673,24.80838,25.28887,25.53148,25.36064,24.30273,24.23372,23.88725,23.01041,21.81144,..,..,..,..,..,..,PER
167,Philippines,45.29746,..,..,..,..,..,..,..,..,..,..,30.62884,..,..,..,..,..,..,..,..,..,..,..,..,..,19.4566,..,..,15.0104,13.68249,13.34334,11.1111,12.812,..,13.72949,13.43941,11.68273,9.49995,8.47501,7.66814,7.16613,6.61471,..,..,..,..,..,..,..,PHL
168,Pitcairn,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.41137,21.34993,..,14.88486,13.2833,11.34103,10.18379,10.31099,10.55813,10.16398,9.35598,8.97437,..,..,..,..,6.52392,7.05132,..,..,..,PCN
169,Poland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,POL
170,Portugal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.95727,8.29035,6.20898,5.54241,5.47771,6.67808,5.62461,5.80702,6.26772,6.9812,7.6443,8.56311,8.96351,9.09048,7.94045,7.75855,6.28824,5.89367,..,..,PRT
171,Puerto Rico,..,..,..,48.10544,45.598,..,40.63732,..,41.29919,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6922,10.40948,12.44156,..,..,..,7.34109,5.22592,10.15677,11.12489,9.61859,..,8.00824,7.82278,..,..,..,..,..,..,2.99017,2.43808,..,2.19166,..,..,PRI
172,Qatar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.22087,22.08854,20.74136,19.56134,21.08917,26.46802,..,..,QAT
173,Republic of Korea,..,..,..,..,..,..,..,..,..,..,17.35071,..,..,18.30346,22.71645,21.07347,..,..,..,..,..,16.59321,..,..,..,..,..,..,17.96144,17.10521,..,..,16.84623,..,16.72884,11.56188,11.66186,12.14003,..,11.93683,7.37935,..,8.23227,10.37037,8.76413,7.30187,8.20146,12.17443,..,KOR
174,Republic of Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.53292,4.7864,5.3276,5.33138,6.11786,6.65036,5.35972,3.55343,1.96331,2.17009,3.82444,4.46223,5.01274,4.14571,4.42,3.26132,2.48076,1.97649,1.52487,1.11552,2.61532,..,..,MDA
175,Réunion,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.89265,16.4345,15.72135,14.58671,13.73675,13.84119,13.36788,15.84058,12.96268,18.0435,18.83507,20.02477,19.98566,20.81527,21.5888,22.15359,22.22999,20.93937,..,REU
176,Romania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,ROU
177,Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.59207,14.67426,16.06527,..,..,RUS
178,Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.96502,2.69894,..,..,..,..,RWA
179,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SHN
180,Saint Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,KNA
181,Saint Lucia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,LCA
182,Saint Pierre and Miquelon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.15549,20.80958,23.30197,26.99624,24.87805,34.13832,20.2003,14.35615,13.15667,14.08235,11.56254,13.41101,13.81016,13.76892,15.28197,..,21.05997,18.30537,15.15283,..,SPM
183,Saint Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,VCT
184,Saint-Barthélemy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.09075,23.1993,11.57614,14.38011,13.30275,12.7028,..,..,3.21247,4.63138,9.14797,..,..,13.30376,12.34118,8.46251,8.25845,7.73983,..,
185,Saint-Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
186,Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,WSM
187,San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.01629,19.33757,24.74456,21.96093,..,..,..,..,..,..,..,8.32504,7.26568,7.1922,8.87125,..,7.01163,10.62891,10.71236,..,..,SMR
188,Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,STP
189,Saudi Arabia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.69686,50.54768,43.64214,..,26.58106,26.81028,25.32365,28.31995,..,..,21.47823,19.01152,11.70054,..,..,..,SAU
190,Senegal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.92103,..,..,..,7.1308,..,..,..,..,..,SEN
191,Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.65037,69.54218,70.1209,..,..,..,..,..,..,..,..,..,..,52.18489,..,SRB
192,Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.45485,7.79554,8.21195,5.198,4.66086,4.66025,5.96393,4.60752,5.25949,5.70638,..,SYC
193,Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.80344,35.32069,34.81308,20.67273,22.36818,20.7294,20.07737,17.18533,..,18.07253,19.61974,21.16878,23.57673,55.42831,..,17.48996,..,..,..,..,..,SLE
194,Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.23936,..,54.85513,..,52.38369,..,SGP
195,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.06596,..,..,SXM
196,Slovakia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SVK
197,Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.5344,6.41323,5.54777,6.21288,7.02626,7.35269,7.77545,7.68796,7.49782,7.66516,7.98825,8.57486,8.35504,7.57532,7.12481,..,..,SVN
198,Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.26319,6.94734,5.60517,5.50972,5.48482,5.49211,6.40041,5.92086,4.8888,5.38468,5.25498,4.4931,3.92186,3.96889,3.94703,3.0123,3.68276,2.02003,3.12835,..,..,SLB
199,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.59809,46.75598,..,..,..,..,..,..,..,..,..,..,..,SOM
200,South Africa,..,..,..,..,..,..,..,85.34919,85.28138,85.24296,86.49383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,ZAF
201,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.40187,..,..,..,..,21.90273,22.89659,23.21855,19.72837,18.02197,17.19957,16.73039,..,..,..,..,..,..,..,..,..,14.35675,..,..,..,SSD
202,Spain,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.71674,..,..,..,72.02582,..,..,..,ESP
