,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,ISO-alpha3 code
203,Sri Lanka,..,..,..,41.34798,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.02419,7.48101,5.99518,5.21534,4.90217,4.26441,3.59399,3.31932,3.12449,3.18545,2.87998,2.42545,2.47406,2.11315,1.70725,1.35129,0.73546,0.36579,..,..,LKA
204,Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.25295,12.15253,..,..,..,..,..,8.76678,..,SDN
205,Sudan (pre-secession),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.94952,..,..,..,..,..,..,..,
206,Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SUR
207,Svalbard and Jan Mayen Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.793,29.21078,28.24847,26.89233,25.13007,23.94445,19.67564,..,..,..,SJM
208,Sweden,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SWE
209,Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.96803,2.51885,4.16406,2.36494,2.07106,0.83527,1.64519,1.19573,1.43201,3.01387,4.63906,6.55984,8.0003,7.16963,5.24394,4.13565,1.47907,..,..,..,CHE
210,Syrian Arab Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.71116,16.26393,15.47966,14.63857,14.53712,14.47933,13.93734,13.52085,13.38961,..,..,..,..,..,..,..,11.94422,11.6029,..,..,SYR
211,Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.86438,58.76087,58.09459,56.1191,55.98578,39.64031,36.78559,32.43737,33.94364,31.17739,30.24043,29.26762,28.64442,27.05915,25.01882,51.99706,..,..,..,..,..,TJK
212,Thailand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.04584,34.90958,33.29052,30.58385,..,26.5397,26.16497,25.74004,25.35003,22.25007,21.70908,21.52944,20.69905,..,..,..,..,..,..,..,THA
213,The former Yugoslav Republic of Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.86269,19.82213,22.13846,17.68611,..,..,..,..,12.73757,17.28486,..,..,..,
214,Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.67324,..,..,..,..,..,..,..,..,..,..,..,..,..,TLS
215,Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.78199,34.83693,33.21004,32.02038,32.05291,32.3394,29.49083,25.5747,21.42556,18.97799,..,TGO
216,Tokelau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.30893,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.07798,..,TKL
217,Tonga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.37374,..,..,TON
218,Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.62135,..,..,12.07614,..,..,..,..,..,..,..,..,..,..,11.92214,16.13892,14.70663,17.05282,..,..,..,TTO
219,Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.89411,..,..,..,..,..,..,..,..,..,..,..,..,..,..,TUN
220,Turkey,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,TUR
221,Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.0166,40.00223,36.00539,34.9251,32.66512,30.19173,27.88946,25.78464,24.16944,22.90048,22.88944,18.00512,14.07363,16.08039,11.26615,10.62276,12.31668,13.371,..,..,TKM
222,Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,TCA
223,Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,TUV
224,Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.60243,23.51097,20.87379,..,..,UGA
225,Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,UKR
226,United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.43333,0.64879,1.49059,5.76585,2.68726,3.32335,3.69121,3.84054,4.76777,5.17189,4.66375,3.95014,2.88738,..,..,..,..,ARE
227,United Kingdom of Great Britain and Northern Ireland,..,..,..,..,..,..,..,..,..,..,48.95475,41.96167,38.96955,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.24024,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.92504,..,..,GBR
228,United Republic of Tanzania,..,..,22.77538,22.22974,16.75105,16.97638,15.50224,16.12624,17.1436,17.91499,..,19.77371,18.9462,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.62936,4.42181,4.66046,4.38687,3.20021,2.90042,1.47903,1.39451,4.15426,5.73376,4.93743,3.88902,3.15065,5.19892,7.32862,3.79681,1.21505,0.54917,1.00695,..,..,TZA
229,United States of America,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,USA
230,United States Virgin Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.04862,5.53286,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.40744,3.86221,..,..,..,..,VIR
231,Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,URY
232,Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.94047,14.96968,12.97691,..,..,..,..,9.50255,9.23999,8.65711,..,..,UZB
233,Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6871,13.15299,11.60651,11.48864,11.717,11.18853,10.28234,9.49598,..,VUT
234,Venezuela (Bolivarian Republic of),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.68316,47.36662,49.7639,46.87811,43.74145,41.8169,..,..,..,..,..,..,..,..,..,..,19.58532,..,..,..,VEN
235,Viet Nam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.36468,31.58074,28.59823,26.48961,25.79706,23.95061,21.23546,19.04054,16.12258,16.34715,14.95425,15.60559,15.01742,11.96548,10.15092,13.83746,16.45719,18.37271,19.53462,..,VNM
236,Wallis and Futuna Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,WLF
237,Western Sahara,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,ESH
238,Yemen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,YEM
239,Zambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.98308,..,..,..,..,..,..,..,..,..,..,61.63667,..,58.33942,52.95316,..,..,51.11321,..,..,ZMB
240,Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,ZWE
241,World,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.85681,44.39615,43.74817,47.73991,51.89636,..,..,..,..,..,..,..,..,41.88811,40.00784,..,..,..,..,..,
242,Landlocked Developing Countries,44.70266,44.14737,43.63175,42.58803,43.23387,42.73072,41.74756,40.85667,41.20912,41.54776,42.09317,42.65818,43.31921,43.77341,44.02766,43.76448,43.59507,43.14976,43.17261,43.47401,43.52195,43.04982,42.44847,41.63028,41.29766,40.86428,40.09774,39.90077,40.35104,40.32654,39.56791,38.77082,37.3998,35.4632,34.60452,34.07572,33.28123,32.18033,31.06158,30.33141,29.15793,28.22942,27.4068,26.84434,26.66685,26.40203,26.09278,25.90122,..,
243,Least Developed Countries,57.06336,57.19273,56.76746,56.33992,56.19428,55.77364,55.7922,55.94575,55.78164,55.76197,55.99622,55.69523,55.94728,56.18301,55.83089,55.99979,56.04758,55.83976,55.6954,56.16084,56.45543,56.72702,57.79361,58.08789,58.54844,58.45736,58.80909,58.41987,58.03323,56.96397,56.69158,55.46166,53.40243,51.54236,50.00859,49.28808,47.42973,46.72252,45.21604,45.0413,43.4896,43.72525,42.66972,44.17362,45.24035,45.26982,44.74234,43.54726,..,
244,Small Island Developing States,67.78095,68.02866,67.76546,67.46976,67.3133,66.79678,66.59857,66.38494,65.91421,65.46852,65.23725,64.87232,64.21944,64.80565,64.94697,65.24061,65.41727,65.18415,64.88111,64.93037,64.97512,64.77887,65.41295,65.11314,65.4614,64.59703,64.46067,64.11496,66.81447,65.87464,65.04033,64.38646,62.27966,60.82286,60.04078,59.74496,57.7842,56.35341,54.64748,52.99984,51.38169,50.73994,49.24635,48.89412,48.5064,47.63231,46.54605,45.68311,..,
245,Africa (Sub-Saharan) ,40.40696,40.69347,43.80516,42.88683,42.07791,38.15408,36.83648,35.06916,35.25516,36.42682,34.9667,35.2226,35.48041,34.38501,33.87764,33.71387,34.39025,35.00872,34.76958,33.5457,35.33471,35.17466,35.66878,35.59208,35.80724,35.41774,34.05432,32.24077,32.65617,31.46467,30.15688,28.09021,26.79962,26.69236,26.73485,25.65254,24.79634,24.51741,25.07564,26.55246,24.45331,23.46222,22.29986,21.34972,20.38125,20.467,20.38457,19.99517,..,
246,Western Asia and Northern Africa,67.88267,68.22726,67.92031,67.57006,67.30409,66.76299,66.33451,66.04543,65.30052,64.60033,64.04815,63.1075,61.76031,61.90338,61.56194,61.31083,63.0232,62.76224,62.67791,63.6013,63.52268,63.54424,64.25162,64.23186,64.91609,63.88454,63.80266,63.73194,62.95662,62.33143,61.40839,60.70693,59.28648,58.42406,56.99894,55.86138,54.77352,54.52526,52.47053,50.95696,49.2326,48.70884,48.46956,48.4108,48.44102,48.19241,48.40376,47.79567,..,
247,Africa (Northern),57.49564,58.51367,57.42626,57.16514,56.94534,55.9465,55.24652,54.41118,54.21397,54.65919,53.29195,52.67707,53.14069,53.10107,53.52468,50.89501,51.2706,49.60863,49.14971,49.13173,48.5818,47.96603,48.20659,46.97373,46.78239,46.46417,46.08948,45.14465,43.46129,41.51909,39.76891,37.93173,36.86496,35.33068,33.77082,32.63365,31.98912,31.60978,30.577,28.87837,27.59885,26.09211,25.16457,25.61452,25.16152,25.19608,25.1194,25.0921,..,
248,Asia (Western),61.18838,61.95529,61.39609,60.97584,60.59659,59.75322,58.92978,58.07265,58.21067,57.71254,57.36487,56.06403,55.19308,55.16184,56.26612,53.45023,51.8485,50.52404,49.99495,49.83784,47.54157,47.06867,47.75403,47.37709,46.17873,46.12134,44.93817,43.1175,41.5785,39.53098,38.38027,37.30712,36.19719,36.0119,34.40522,33.69385,33.23165,33.67184,32.05117,29.14151,28.41314,27.15012,24.87496,24.52461,25.09992,24.49604,23.92137,23.4286,..,
249,Asia (Central and Southern),53.42606,54.69917,53.01184,52.9228,52.88184,51.71075,51.14967,50.35824,49.80794,51.30274,48.82796,48.97739,50.91834,50.88915,50.60674,48.19708,50.66497,48.65853,48.2787,48.42703,49.62795,48.83937,48.64642,46.58161,47.37097,46.79824,47.21103,47.12413,45.30755,43.47534,41.13715,38.54952,37.52109,34.68935,33.17653,31.64921,30.85277,29.70353,29.24076,28.65647,26.92532,25.23201,25.3964,26.44143,25.20941,25.73871,26.04621,26.38516,..,
250,Asia (Central),64.27649,64.27333,63.87176,63.55665,63.31004,63.11173,63.06077,62.93654,62.92242,62.71879,62.4002,62.04963,61.66947,61.01349,60.56553,60.21971,59.84042,59.85162,59.74842,59.57209,58.81796,57.9389,57.04563,56.18606,55.95633,56.17512,55.63342,55.75509,58.2871,59.20026,58.29422,57.68069,56.04331,53.14905,51.88578,50.56814,49.05649,47.33773,45.21516,44.51331,41.951,39.89562,37.45797,35.70357,35.09912,34.71239,34.02797,33.99178,..,
251,Asia (Southern),11.51433,11.59426,11.65046,11.6962,11.74215,11.80116,11.89503,12.0518,12.2233,12.39112,12.52757,12.61022,12.5115,12.38173,12.236,12.09739,11.98419,12.22179,12.46754,12.71144,13.03031,13.45152,13.74286,14.40116,14.97338,15.14677,15.64516,15.86513,16.5492,16.65648,15.88652,11.56339,11.17283,10.61065,10.78922,12.43407,12.10049,12.45973,12.83867,12.98826,13.19506,12.95395,12.14251,12.61126,12.29133,11.77553,11.09067,10.4235,..,
252,Asia (Eastern and South-eastern),66.82905,66.8899,66.525,66.2274,65.97943,65.76385,65.68356,65.50394,65.41592,65.1368,64.73662,64.31393,63.88159,63.16494,62.67636,62.30518,61.90512,61.89144,61.75518,61.54285,60.72753,59.78244,58.82813,57.89537,57.62255,57.82702,57.20878,57.32842,59.9345,60.89175,59.99724,59.55397,57.88565,54.90711,53.58934,52.24563,50.67407,48.85071,46.59816,45.83238,43.12412,40.96398,38.42898,36.56549,35.93567,35.5326,34.834,34.81575,..,
253,Asia (Eastern),47.48199,44.68299,43.2035,39.6454,42.3298,40.78977,37.57911,35.39363,36.75765,37.23683,39.73978,41.31191,43.65183,45.05206,45.78894,45.35347,44.6219,43.09158,43.04335,43.34912,43.54583,42.62892,40.97927,39.28958,38.04984,36.30786,34.01154,33.07021,32.28687,31.80431,30.98546,29.97758,27.87553,24.98288,24.08519,24.21162,23.15827,20.31523,19.51564,18.05405,16.88421,15.5452,14.75819,14.75191,14.25213,13.21872,12.21958,11.42038,..,
254,Asia (South-eastern),45.66409,41.65878,36.80823,32.85995,34.1404,33.91777,29.96068,27.4129,31.52117,33.57066,37.03272,39.19984,42.34614,44.32596,45.27473,44.84078,44.00528,42.78736,42.17001,42.52976,42.55548,41.26901,39.1995,36.9077,35.33098,32.83384,30.30371,29.23646,28.64653,28.0596,27.16751,26.2928,24.64482,21.94059,21.41742,20.71106,19.34808,16.68328,14.91353,13.01695,11.45146,10.47414,9.98481,9.79133,9.65377,9.6089,8.94858,8.48134,..,
255,Latin America and the Caribbean,52.24512,52.12597,58.21525,55.17944,60.99204,56.59894,54.9159,57.25669,53.54924,48.95914,48.56709,48.31172,48.02721,47.48556,47.49783,47.03147,46.5938,44.03423,45.64519,45.68364,46.22712,46.11081,45.2813,44.7852,44.10796,43.84893,41.93199,41.34156,40.26228,40.21446,39.87472,38.95026,36.02476,32.78535,30.9018,32.93082,32.18192,28.42518,29.19331,28.08895,27.1979,24.77982,23.17632,23.27925,21.97516,19.17671,17.56012,16.1919,..,
256,Oceania,28.61212,28.45262,28.43558,27.30939,27.86004,27.01847,25.40067,24.74167,24.5739,24.49108,24.24105,24.0704,23.70588,23.27148,22.96988,22.91377,22.55444,22.83598,23.10911,23.2822,23.75261,23.46816,23.14504,23.21162,23.00245,22.33578,21.59142,21.29425,20.50637,19.85241,19.13481,18.30167,17.31733,17.38833,16.63197,16.35708,15.52303,15.3614,13.72914,14.00027,13.78527,14.06916,14.79708,13.37744,13.6089,14.06658,13.7328,13.76265,..,
257,Oceania (Australia/New Zealand),31.29172,30.91007,30.50803,30.18417,29.84348,29.30925,28.96243,28.74767,26.68037,28.59118,28.43862,28.17905,27.88173,27.49391,27.2428,27.15937,27.0949,27.18279,27.24042,24.98455,27.5905,27.63033,27.58224,25.90374,22.81742,25.9191,24.89709,21.88595,24.11781,23.69326,23.28045,22.45137,21.29808,20.4586,19.82595,19.14753,18.5046,18.05195,17.57221,16.89077,16.47188,16.04469,15.85508,15.41019,14.87736,14.33629,13.7099,13.76535,..,
258,Oceania (excl. Australia/New Zealand),20.94159,20.57747,20.23227,19.82573,19.33547,18.69057,18.09241,17.58811,17.32417,16.78884,16.27079,15.59924,14.87916,14.0547,13.45496,12.9732,12.50913,12.3154,11.84569,11.46785,10.61877,9.74867,8.91303,6.04949,5.32996,5.00564,3.82429,3.11261,3.06703,3.05698,2.94933,2.77537,2.25126,1.81599,1.81836,1.49616,1.50342,1.29855,1.26288,0.78981,0.87228,0.85001,0.9382,0.97434,0.86201,0.72008,0.75859,0.7572,..,
259,Northern America and Europe,67.38487,67.01716,66.28626,65.88902,65.56602,64.85096,64.82185,65.01573,56.55268,65.44552,65.44603,65.65464,65.85337,66.03927,66.09572,66.54909,66.95478,66.95744,67.27591,58.8695,68.26239,67.94802,68.05741,67.57516,58.59804,67.94912,66.73418,58.24237,64.7421,63.33085,62.21183,60.33796,58.098,56.5074,54.6,53.14101,51.16487,49.8456,47.90833,46.04043,43.93176,42.37309,41.14869,39.36909,37.63228,35.98928,34.14852,34.2391,..,
260,Europe,14.8535,14.95979,14.84433,14.86714,14.17929,14.10289,14.0115,13.71438,13.7549,14.41615,12.95423,13.21684,12.62763,12.38778,12.02334,11.91791,11.43131,11.67058,11.09284,11.07098,11.07624,10.88154,10.42664,9.35213,8.57547,8.71467,8.45776,8.59259,8.88696,8.65576,8.60652,7.66242,7.73259,6.8791,7.15469,6.24566,6.39982,6.81193,6.67646,5.92244,6.26945,6.01267,5.83367,5.26637,4.75953,4.0017,3.82609,3.78641,..,
261,Northern America ,15.77346,15.90313,15.88354,15.90109,14.94901,14.82153,14.69685,14.27154,14.21726,13.98902,13.91928,14.02474,13.79694,13.5342,13.38947,13.10933,12.62271,12.2436,12.07306,11.89045,11.74383,11.53135,11.32874,10.31133,9.44389,9.28165,9.06647,8.9827,9.1453,8.45581,8.60574,8.09284,7.44288,7.16182,7.31314,6.80231,6.91123,7.23151,6.84578,6.56778,6.35539,6.74421,6.50874,5.54893,5.0132,4.41244,4.33031,4.27413,..,
262,World,12.0826,12.1498,11.78427,11.84788,11.94444,12.02529,12.03619,12.10815,12.41769,15.65845,10.12155,10.80752,9.09014,8.86928,7.77361,8.16648,7.64554,9.8423,7.96641,8.46609,8.96653,8.83514,7.61008,6.38737,5.92365,7.00854,6.66857,7.46217,8.15575,9.2104,8.60865,6.51042,8.48789,6.16844,6.7653,4.92619,5.23204,5.88467,6.31261,4.56344,6.09157,4.51976,4.47508,4.70663,4.26271,3.20411,2.85199,2.83958,..,
263,Arab States,44.70266,44.14737,43.63175,42.58803,43.23387,42.73072,41.74756,40.85667,41.20912,41.54776,42.09317,42.65818,43.31921,43.77341,44.02766,43.76448,43.59507,43.14976,43.17261,43.47401,43.52195,43.04982,42.44847,41.63028,41.29766,40.86428,40.09774,39.90077,40.35104,40.32654,39.56791,38.77082,37.3998,35.4632,34.60452,34.07572,33.28123,32.18033,31.06158,30.33141,29.15793,28.22942,27.4068,26.84434,26.66685,26.40203,26.09278,25.90122,..,
264,Central and Eastern Europe,60.7438,62.12366,60.94142,60.71304,59.93266,59.13271,58.24466,57.1848,57.00167,57.46126,55.63434,54.56371,55.14085,55.03363,55.64049,52.2771,52.14628,50.26881,49.97025,49.86415,49.07521,48.82228,49.44733,48.44517,48.06083,47.87082,46.98793,45.74924,44.65578,43.33418,42.19652,40.98758,39.83636,38.24614,36.69293,35.68206,35.28494,35.00598,33.94429,31.94894,31.33574,30.24741,28.66259,30.67445,30.38061,30.00518,29.74754,29.78402,..,
265,Central Asia,17.40843,17.5944,17.53939,17.54396,17.9013,17.70273,17.77346,17.74555,17.75957,17.89418,17.95421,18.08859,18.16693,18.20723,18.15767,17.93787,18.20751,17.78603,17.51512,17.64708,17.83783,17.91347,18.24756,17.89632,17.95341,17.70921,17.48336,17.28101,16.42413,15.1972,14.42777,13.18079,12.57415,12.16123,12.6064,12.5799,12.54251,12.3872,12.00224,12.40102,11.17448,9.95448,9.67912,7.73692,7.20019,7.30647,7.67576,7.58721,..,
266,East Asia and the Pacific,11.07743,11.11651,11.11944,11.08745,11.09022,11.10524,11.16144,11.26647,11.38951,11.51538,11.54707,11.68847,11.61762,11.52743,11.42461,11.33295,11.26433,11.53803,11.81038,12.07063,12.38023,12.78398,13.19906,14.01076,14.54482,14.72691,16.22695,16.48368,17.13388,17.04359,16.40419,12.47233,11.96047,11.19922,11.10863,12.17689,11.77385,12.06244,12.3899,12.3538,12.44675,12.42015,11.69624,12.13658,11.77805,11.18455,10.29083,9.3443,..,
267,Latin America and the Caribbean,47.21654,44.45146,42.98804,39.49962,42.1358,40.61917,37.46206,35.32068,36.65017,37.15357,39.63355,41.18667,43.502,44.88559,45.61271,45.17991,44.45422,42.93873,42.88927,43.16101,43.38586,42.47435,40.83149,39.12411,37.85207,36.17138,33.89055,32.91129,32.17529,31.69645,30.88935,29.89352,27.80618,24.95054,24.0536,24.17118,23.11588,20.29839,19.50082,18.0538,16.89357,15.56826,14.79055,14.77548,14.2736,13.24777,12.25424,11.47134,..,
268,North America and Western Europe,28.61015,28.45065,28.43366,27.30745,27.85824,27.01675,25.39913,24.73989,24.57224,24.48942,24.23935,24.06886,23.7045,23.27022,22.96872,22.91268,22.55342,22.83499,23.10816,23.2813,23.75174,23.46738,23.14433,23.21094,23.00181,22.33521,21.5909,21.29376,20.50596,19.85208,19.13457,18.30155,17.31733,17.38829,16.63192,16.35711,15.52332,15.36171,13.72959,14.00071,13.78573,14.0697,14.79767,13.37822,13.60974,14.06739,13.73365,13.7635,..,
269,South and West Asia,17.12533,17.23891,17.05772,17.11758,16.01717,15.94313,15.82156,15.44118,15.54437,16.5674,14.44362,14.90806,14.07849,13.77649,13.29067,13.25402,12.64533,13.16991,12.35132,12.30659,12.24972,11.61136,10.49309,8.67582,7.39401,7.68802,7.47368,7.85888,8.41984,8.29899,8.15568,6.95942,7.46294,6.21446,6.08423,4.56586,4.74543,5.42392,5.44793,4.552,5.1582,4.94703,5.21111,4.89595,4.41192,3.64996,3.41808,3.39841,..,
270,Sub-Saharan Africa,66.82905,66.8899,66.525,66.2274,65.97943,65.76385,65.68356,65.50394,65.41592,65.1368,64.73662,64.31393,63.88159,63.16494,62.67636,62.30518,61.90512,61.89144,61.75518,61.54285,60.72753,59.78244,58.82813,57.89537,57.62255,57.82702,57.20878,57.32842,59.9345,60.89175,59.99724,59.55397,57.88565,54.90711,53.58934,52.24563,50.67407,48.85071,46.59816,45.83238,43.12412,40.96398,38.42898,36.56549,35.93567,35.5326,34.834,34.81575,..,
271,Small Island Developing States,67.82972,68.17415,67.8649,67.51357,67.24721,66.7041,66.2733,65.98162,65.22879,64.52399,63.96684,63.02216,61.66974,61.81684,61.47787,61.2279,62.95002,62.68889,62.60327,63.52992,63.44742,63.46772,64.18021,64.16208,64.85206,63.81736,63.74042,63.67319,62.89958,62.27573,61.34903,60.6516,59.22457,58.35682,56.9265,55.79546,54.69353,54.449,52.38111,50.87817,49.15836,48.64607,48.42677,48.35599,48.39509,48.15387,48.36246,47.74518,..,
272,Data extracted on 01 May 2019 01:09 UTC (GMT) from UIS.Stat,42.43047,42.70059,46.02596,44.97821,44.0473,39.75897,38.29057,36.37569,36.58403,37.81809,36.23712,36.50379,36.77458,35.59799,35.05038,34.86765,35.58181,36.24232,35.98853,34.68375,36.60564,36.43865,36.97462,36.89123,37.1113,36.67105,35.18956,33.24531,33.64637,32.35054,30.93845,28.72847,27.35502,27.23687,27.27626,26.12688,25.21776,24.92145,25.50579,27.05307,24.79739,23.46927,22.30572,21.37549,20.41683,20.43327,20.34255,19.9373,..,
273,Legend:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,+:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,a:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,‡:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
