,Both,CountryCode,Secondary,Primary,Country,Mortality
93425,3.0318,,10.4235,6.72871,,
93426,3.0318,,10.4235,2.9226,,
93427,3.0318,,10.4235,6.83978,,
93428,3.0318,,10.4235,4.20922,,
93429,3.0318,,10.4235,3.02331,,
93430,3.0318,,10.4235,6.13284,,
93431,3.0318,,10.4235,4.15171,,
93432,3.0318,,10.4235,9.71081,,
93433,3.0318,,10.4235,2.55844,,
93434,3.0318,,10.4235,22.1755,,
93435,3.0318,,10.4235,2.89136,,
93436,3.0318,,10.4235,2.15194,,
93437,3.0318,,10.4235,3.94069,,
93438,3.0318,,10.4235,..,,
93439,3.0318,,10.4235,9.81407,,
93440,3.0318,,10.4235,12.28954,,
93441,3.0318,,10.4235,4.39052,,
93442,3.0318,,10.4235,3.07241,,
93443,3.0318,,10.4235,4.34201,,
93444,3.0318,,10.4235,4.15255,,
93445,3.0318,,10.4235,2.61416,,
93446,3.0318,,10.4235,6.83978,,
93447,3.0318,,10.4235,22.99368,,
93448,3.0318,,10.4235,11.03201,,
93449,3.0318,,10.4235,..,,
93450,3.0318,,10.4235,22.26003,,
93451,3.0318,,10.4235,10.66408,,
93452,3.0318,,10.4235,8.01748,,
93453,3.0318,,10.4235,3.71165,,
93454,3.0318,,10.4235,2.75513,,
93455,3.0318,,10.4235,,,
93456,3.0318,,10.4235,,,
93457,3.0318,,10.4235,,,
93458,3.0318,,10.4235,,,
93459,3.0318,,10.4235,,,
93460,3.0318,,10.4235,,,
93461,3.0318,,34.81575,..,,
93462,3.0318,,34.81575,15.08671,,
93463,3.0318,,34.81575,..,,
93464,3.0318,,34.81575,..,,
93465,3.0318,,34.81575,6.27012,,
93466,3.0318,,34.81575,..,,
93467,3.0318,,34.81575,..,,
93468,3.0318,,34.81575,..,,
93469,3.0318,,34.81575,..,,
93470,3.0318,,34.81575,..,,
93471,3.0318,,34.81575,9.81407,,
93472,3.0318,,34.81575,20.36703,,
93473,3.0318,,34.81575,20.46128,,
93474,3.0318,,34.81575,11.21139,,
93475,3.0318,,34.81575,23.00016,,
93476,3.0318,,34.81575,11.18052,,
93477,3.0318,,34.81575,10.00761,,
93478,3.0318,,34.81575,12.35377,,
93479,3.0318,,34.81575,6.72871,,
93480,3.0318,,34.81575,2.9226,,
93481,3.0318,,34.81575,6.83978,,
93482,3.0318,,34.81575,4.20922,,
93483,3.0318,,34.81575,3.02331,,
93484,3.0318,,34.81575,6.13284,,
93485,3.0318,,34.81575,4.15171,,
93486,3.0318,,34.81575,9.71081,,
93487,3.0318,,34.81575,2.55844,,
93488,3.0318,,34.81575,22.1755,,
93489,3.0318,,34.81575,2.89136,,
93490,3.0318,,34.81575,2.15194,,
93491,3.0318,,34.81575,3.94069,,
93492,3.0318,,34.81575,..,,
93493,3.0318,,34.81575,9.81407,,
93494,3.0318,,34.81575,12.28954,,
93495,3.0318,,34.81575,4.39052,,
93496,3.0318,,34.81575,3.07241,,
93497,3.0318,,34.81575,4.34201,,
93498,3.0318,,34.81575,4.15255,,
93499,3.0318,,34.81575,2.61416,,
93500,3.0318,,34.81575,6.83978,,
93501,3.0318,,34.81575,22.99368,,
93502,3.0318,,34.81575,11.03201,,
93503,3.0318,,34.81575,..,,
93504,3.0318,,34.81575,22.26003,,
93505,3.0318,,34.81575,10.66408,,
93506,3.0318,,34.81575,8.01748,,
93507,3.0318,,34.81575,3.71165,,
93508,3.0318,,34.81575,2.75513,,
93509,3.0318,,34.81575,,,
93510,3.0318,,34.81575,,,
93511,3.0318,,34.81575,,,
93512,3.0318,,34.81575,,,
93513,3.0318,,34.81575,,,
93514,3.0318,,34.81575,,,
93515,3.0318,,11.42038,..,,
93516,3.0318,,11.42038,15.08671,,
93517,3.0318,,11.42038,..,,
93518,3.0318,,11.42038,..,,
93519,3.0318,,11.42038,6.27012,,
93520,3.0318,,11.42038,..,,
93521,3.0318,,11.42038,..,,
93522,3.0318,,11.42038,..,,
93523,3.0318,,11.42038,..,,
93524,3.0318,,11.42038,..,,
93525,3.0318,,11.42038,9.81407,,
93526,3.0318,,11.42038,20.36703,,
93527,3.0318,,11.42038,20.46128,,
93528,3.0318,,11.42038,11.21139,,
93529,3.0318,,11.42038,23.00016,,
93530,3.0318,,11.42038,11.18052,,
93531,3.0318,,11.42038,10.00761,,
93532,3.0318,,11.42038,12.35377,,
93533,3.0318,,11.42038,6.72871,,
93534,3.0318,,11.42038,2.9226,,
93535,3.0318,,11.42038,6.83978,,
93536,3.0318,,11.42038,4.20922,,
93537,3.0318,,11.42038,3.02331,,
93538,3.0318,,11.42038,6.13284,,
93539,3.0318,,11.42038,4.15171,,
93540,3.0318,,11.42038,9.71081,,
93541,3.0318,,11.42038,2.55844,,
93542,3.0318,,11.42038,22.1755,,
93543,3.0318,,11.42038,2.89136,,
93544,3.0318,,11.42038,2.15194,,
93545,3.0318,,11.42038,3.94069,,
93546,3.0318,,11.42038,..,,
93547,3.0318,,11.42038,9.81407,,
93548,3.0318,,11.42038,12.28954,,
93549,3.0318,,11.42038,4.39052,,
93550,3.0318,,11.42038,3.07241,,
93551,3.0318,,11.42038,4.34201,,
93552,3.0318,,11.42038,4.15255,,
93553,3.0318,,11.42038,2.61416,,
93554,3.0318,,11.42038,6.83978,,
93555,3.0318,,11.42038,22.99368,,
93556,3.0318,,11.42038,11.03201,,
93557,3.0318,,11.42038,..,,
93558,3.0318,,11.42038,22.26003,,
93559,3.0318,,11.42038,10.66408,,
93560,3.0318,,11.42038,8.01748,,
93561,3.0318,,11.42038,3.71165,,
93562,3.0318,,11.42038,2.75513,,
93563,3.0318,,11.42038,,,
93564,3.0318,,11.42038,,,
93565,3.0318,,11.42038,,,
93566,3.0318,,11.42038,,,
93567,3.0318,,11.42038,,,
93568,3.0318,,11.42038,,,
93569,3.0318,,8.48134,..,,
93570,3.0318,,8.48134,15.08671,,
93571,3.0318,,8.48134,..,,
93572,3.0318,,8.48134,..,,
93573,3.0318,,8.48134,6.27012,,
93574,3.0318,,8.48134,..,,
93575,3.0318,,8.48134,..,,
93576,3.0318,,8.48134,..,,
93577,3.0318,,8.48134,..,,
93578,3.0318,,8.48134,..,,
93579,3.0318,,8.48134,9.81407,,
93580,3.0318,,8.48134,20.36703,,
93581,3.0318,,8.48134,20.46128,,
93582,3.0318,,8.48134,11.21139,,
93583,3.0318,,8.48134,23.00016,,
93584,3.0318,,8.48134,11.18052,,
93585,3.0318,,8.48134,10.00761,,
93586,3.0318,,8.48134,12.35377,,
93587,3.0318,,8.48134,6.72871,,
93588,3.0318,,8.48134,2.9226,,
93589,3.0318,,8.48134,6.83978,,
93590,3.0318,,8.48134,4.20922,,
93591,3.0318,,8.48134,3.02331,,
93592,3.0318,,8.48134,6.13284,,
93593,3.0318,,8.48134,4.15171,,
93594,3.0318,,8.48134,9.71081,,
93595,3.0318,,8.48134,2.55844,,
93596,3.0318,,8.48134,22.1755,,
93597,3.0318,,8.48134,2.89136,,
93598,3.0318,,8.48134,2.15194,,
93599,3.0318,,8.48134,3.94069,,
93600,3.0318,,8.48134,..,,
93601,3.0318,,8.48134,9.81407,,
93602,3.0318,,8.48134,12.28954,,
93603,3.0318,,8.48134,4.39052,,
93604,3.0318,,8.48134,3.07241,,
93605,3.0318,,8.48134,4.34201,,
93606,3.0318,,8.48134,4.15255,,
93607,3.0318,,8.48134,2.61416,,
93608,3.0318,,8.48134,6.83978,,
93609,3.0318,,8.48134,22.99368,,
93610,3.0318,,8.48134,11.03201,,
93611,3.0318,,8.48134,..,,
93612,3.0318,,8.48134,22.26003,,
93613,3.0318,,8.48134,10.66408,,
93614,3.0318,,8.48134,8.01748,,
93615,3.0318,,8.48134,3.71165,,
93616,3.0318,,8.48134,2.75513,,
93617,3.0318,,8.48134,,,
93618,3.0318,,8.48134,,,
93619,3.0318,,8.48134,,,
93620,3.0318,,8.48134,,,
93621,3.0318,,8.48134,,,
93622,3.0318,,8.48134,,,
93623,3.0318,,16.1919,..,,
93624,3.0318,,16.1919,15.08671,,
93625,3.0318,,16.1919,..,,
93626,3.0318,,16.1919,..,,
93627,3.0318,,16.1919,6.27012,,
93628,3.0318,,16.1919,..,,
93629,3.0318,,16.1919,..,,
93630,3.0318,,16.1919,..,,
93631,3.0318,,16.1919,..,,
93632,3.0318,,16.1919,..,,
93633,3.0318,,16.1919,9.81407,,
93634,3.0318,,16.1919,20.36703,,
93635,3.0318,,16.1919,20.46128,,
93636,3.0318,,16.1919,11.21139,,
93637,3.0318,,16.1919,23.00016,,
93638,3.0318,,16.1919,11.18052,,
93639,3.0318,,16.1919,10.00761,,
93640,3.0318,,16.1919,12.35377,,
93641,3.0318,,16.1919,6.72871,,
93642,3.0318,,16.1919,2.9226,,
93643,3.0318,,16.1919,6.83978,,
93644,3.0318,,16.1919,4.20922,,
93645,3.0318,,16.1919,3.02331,,
93646,3.0318,,16.1919,6.13284,,
93647,3.0318,,16.1919,4.15171,,
93648,3.0318,,16.1919,9.71081,,
93649,3.0318,,16.1919,2.55844,,
93650,3.0318,,16.1919,22.1755,,
93651,3.0318,,16.1919,2.89136,,
93652,3.0318,,16.1919,2.15194,,
93653,3.0318,,16.1919,3.94069,,
93654,3.0318,,16.1919,..,,
93655,3.0318,,16.1919,9.81407,,
93656,3.0318,,16.1919,12.28954,,
93657,3.0318,,16.1919,4.39052,,
93658,3.0318,,16.1919,3.07241,,
93659,3.0318,,16.1919,4.34201,,
93660,3.0318,,16.1919,4.15255,,
93661,3.0318,,16.1919,2.61416,,
93662,3.0318,,16.1919,6.83978,,
93663,3.0318,,16.1919,22.99368,,
93664,3.0318,,16.1919,11.03201,,
93665,3.0318,,16.1919,..,,
93666,3.0318,,16.1919,22.26003,,
93667,3.0318,,16.1919,10.66408,,
93668,3.0318,,16.1919,8.01748,,
93669,3.0318,,16.1919,3.71165,,
93670,3.0318,,16.1919,2.75513,,
93671,3.0318,,16.1919,,,
93672,3.0318,,16.1919,,,
93673,3.0318,,16.1919,,,
93674,3.0318,,16.1919,,,
93675,3.0318,,16.1919,,,
93676,3.0318,,16.1919,,,
93677,3.0318,,13.76265,..,,
93678,3.0318,,13.76265,15.08671,,
93679,3.0318,,13.76265,..,,
93680,3.0318,,13.76265,..,,
93681,3.0318,,13.76265,6.27012,,
93682,3.0318,,13.76265,..,,
93683,3.0318,,13.76265,..,,
93684,3.0318,,13.76265,..,,
93685,3.0318,,13.76265,..,,
93686,3.0318,,13.76265,..,,
93687,3.0318,,13.76265,9.81407,,
93688,3.0318,,13.76265,20.36703,,
93689,3.0318,,13.76265,20.46128,,
93690,3.0318,,13.76265,11.21139,,
93691,3.0318,,13.76265,23.00016,,
93692,3.0318,,13.76265,11.18052,,
93693,3.0318,,13.76265,10.00761,,
93694,3.0318,,13.76265,12.35377,,
93695,3.0318,,13.76265,6.72871,,
93696,3.0318,,13.76265,2.9226,,
93697,3.0318,,13.76265,6.83978,,
93698,3.0318,,13.76265,4.20922,,
93699,3.0318,,13.76265,3.02331,,
93700,3.0318,,13.76265,6.13284,,
93701,3.0318,,13.76265,4.15171,,
93702,3.0318,,13.76265,9.71081,,
93703,3.0318,,13.76265,2.55844,,
93704,3.0318,,13.76265,22.1755,,
93705,3.0318,,13.76265,2.89136,,
93706,3.0318,,13.76265,2.15194,,
93707,3.0318,,13.76265,3.94069,,
93708,3.0318,,13.76265,..,,
93709,3.0318,,13.76265,9.81407,,
93710,3.0318,,13.76265,12.28954,,
93711,3.0318,,13.76265,4.39052,,
93712,3.0318,,13.76265,3.07241,,
93713,3.0318,,13.76265,4.34201,,
93714,3.0318,,13.76265,4.15255,,
93715,3.0318,,13.76265,2.61416,,
93716,3.0318,,13.76265,6.83978,,
93717,3.0318,,13.76265,22.99368,,
93718,3.0318,,13.76265,11.03201,,
93719,3.0318,,13.76265,..,,
93720,3.0318,,13.76265,22.26003,,
93721,3.0318,,13.76265,10.66408,,
93722,3.0318,,13.76265,8.01748,,
93723,3.0318,,13.76265,3.71165,,
93724,3.0318,,13.76265,2.75513,,
93725,3.0318,,13.76265,,,
93726,3.0318,,13.76265,,,
93727,3.0318,,13.76265,,,
93728,3.0318,,13.76265,,,
93729,3.0318,,13.76265,,,
93730,3.0318,,13.76265,,,
93731,3.0318,,13.76535,..,,
93732,3.0318,,13.76535,15.08671,,
93733,3.0318,,13.76535,..,,
93734,3.0318,,13.76535,..,,
93735,3.0318,,13.76535,6.27012,,
93736,3.0318,,13.76535,..,,
93737,3.0318,,13.76535,..,,
93738,3.0318,,13.76535,..,,
93739,3.0318,,13.76535,..,,
93740,3.0318,,13.76535,..,,
93741,3.0318,,13.76535,9.81407,,
93742,3.0318,,13.76535,20.36703,,
93743,3.0318,,13.76535,20.46128,,
93744,3.0318,,13.76535,11.21139,,
93745,3.0318,,13.76535,23.00016,,
93746,3.0318,,13.76535,11.18052,,
93747,3.0318,,13.76535,10.00761,,
93748,3.0318,,13.76535,12.35377,,
93749,3.0318,,13.76535,6.72871,,
93750,3.0318,,13.76535,2.9226,,
93751,3.0318,,13.76535,6.83978,,
93752,3.0318,,13.76535,4.20922,,
93753,3.0318,,13.76535,3.02331,,
93754,3.0318,,13.76535,6.13284,,
93755,3.0318,,13.76535,4.15171,,
93756,3.0318,,13.76535,9.71081,,
93757,3.0318,,13.76535,2.55844,,
93758,3.0318,,13.76535,22.1755,,
93759,3.0318,,13.76535,2.89136,,
93760,3.0318,,13.76535,2.15194,,
93761,3.0318,,13.76535,3.94069,,
93762,3.0318,,13.76535,..,,
93763,3.0318,,13.76535,9.81407,,
93764,3.0318,,13.76535,12.28954,,
93765,3.0318,,13.76535,4.39052,,
93766,3.0318,,13.76535,3.07241,,
93767,3.0318,,13.76535,4.34201,,
93768,3.0318,,13.76535,4.15255,,
93769,3.0318,,13.76535,2.61416,,
93770,3.0318,,13.76535,6.83978,,
93771,3.0318,,13.76535,22.99368,,
93772,3.0318,,13.76535,11.03201,,
93773,3.0318,,13.76535,..,,
93774,3.0318,,13.76535,22.26003,,
93775,3.0318,,13.76535,10.66408,,
93776,3.0318,,13.76535,8.01748,,
93777,3.0318,,13.76535,3.71165,,
93778,3.0318,,13.76535,2.75513,,
93779,3.0318,,13.76535,,,
93780,3.0318,,13.76535,,,
93781,3.0318,,13.76535,,,
93782,3.0318,,13.76535,,,
93783,3.0318,,13.76535,,,
93784,3.0318,,13.76535,,,
93785,3.0318,,0.7572,..,,
93786,3.0318,,0.7572,15.08671,,
93787,3.0318,,0.7572,..,,
93788,3.0318,,0.7572,..,,
93789,3.0318,,0.7572,6.27012,,
93790,3.0318,,0.7572,..,,
93791,3.0318,,0.7572,..,,
93792,3.0318,,0.7572,..,,
93793,3.0318,,0.7572,..,,
93794,3.0318,,0.7572,..,,
93795,3.0318,,0.7572,9.81407,,
93796,3.0318,,0.7572,20.36703,,
93797,3.0318,,0.7572,20.46128,,
93798,3.0318,,0.7572,11.21139,,
93799,3.0318,,0.7572,23.00016,,
93800,3.0318,,0.7572,11.18052,,
93801,3.0318,,0.7572,10.00761,,
93802,3.0318,,0.7572,12.35377,,
93803,3.0318,,0.7572,6.72871,,
93804,3.0318,,0.7572,2.9226,,
93805,3.0318,,0.7572,6.83978,,
93806,3.0318,,0.7572,4.20922,,
93807,3.0318,,0.7572,3.02331,,
93808,3.0318,,0.7572,6.13284,,
93809,3.0318,,0.7572,4.15171,,
93810,3.0318,,0.7572,9.71081,,
93811,3.0318,,0.7572,2.55844,,
93812,3.0318,,0.7572,22.1755,,
93813,3.0318,,0.7572,2.89136,,
93814,3.0318,,0.7572,2.15194,,
93815,3.0318,,0.7572,3.94069,,
93816,3.0318,,0.7572,..,,
93817,3.0318,,0.7572,9.81407,,
93818,3.0318,,0.7572,12.28954,,
93819,3.0318,,0.7572,4.39052,,
93820,3.0318,,0.7572,3.07241,,
93821,3.0318,,0.7572,4.34201,,
93822,3.0318,,0.7572,4.15255,,
93823,3.0318,,0.7572,2.61416,,
93824,3.0318,,0.7572,6.83978,,
93825,3.0318,,0.7572,22.99368,,
93826,3.0318,,0.7572,11.03201,,
93827,3.0318,,0.7572,..,,
93828,3.0318,,0.7572,22.26003,,
93829,3.0318,,0.7572,10.66408,,
93830,3.0318,,0.7572,8.01748,,
93831,3.0318,,0.7572,3.71165,,
93832,3.0318,,0.7572,2.75513,,
93833,3.0318,,0.7572,,,
93834,3.0318,,0.7572,,,
93835,3.0318,,0.7572,,,
93836,3.0318,,0.7572,,,
93837,3.0318,,0.7572,,,
93838,3.0318,,0.7572,,,
93839,3.0318,,34.2391,..,,
93840,3.0318,,34.2391,15.08671,,
93841,3.0318,,34.2391,..,,
93842,3.0318,,34.2391,..,,
93843,3.0318,,34.2391,6.27012,,
93844,3.0318,,34.2391,..,,
93845,3.0318,,34.2391,..,,
93846,3.0318,,34.2391,..,,
93847,3.0318,,34.2391,..,,
93848,3.0318,,34.2391,..,,
93849,3.0318,,34.2391,9.81407,,
93850,3.0318,,34.2391,20.36703,,
93851,3.0318,,34.2391,20.46128,,
93852,3.0318,,34.2391,11.21139,,
93853,3.0318,,34.2391,23.00016,,
93854,3.0318,,34.2391,11.18052,,
93855,3.0318,,34.2391,10.00761,,
93856,3.0318,,34.2391,12.35377,,
93857,3.0318,,34.2391,6.72871,,
93858,3.0318,,34.2391,2.9226,,
93859,3.0318,,34.2391,6.83978,,
93860,3.0318,,34.2391,4.20922,,
93861,3.0318,,34.2391,3.02331,,
93862,3.0318,,34.2391,6.13284,,
93863,3.0318,,34.2391,4.15171,,
93864,3.0318,,34.2391,9.71081,,
93865,3.0318,,34.2391,2.55844,,
93866,3.0318,,34.2391,22.1755,,
93867,3.0318,,34.2391,2.89136,,
93868,3.0318,,34.2391,2.15194,,
93869,3.0318,,34.2391,3.94069,,
93870,3.0318,,34.2391,..,,
93871,3.0318,,34.2391,9.81407,,
93872,3.0318,,34.2391,12.28954,,
93873,3.0318,,34.2391,4.39052,,
93874,3.0318,,34.2391,3.07241,,
93875,3.0318,,34.2391,4.34201,,
93876,3.0318,,34.2391,4.15255,,
93877,3.0318,,34.2391,2.61416,,
93878,3.0318,,34.2391,6.83978,,
93879,3.0318,,34.2391,22.99368,,
93880,3.0318,,34.2391,11.03201,,
93881,3.0318,,34.2391,..,,
93882,3.0318,,34.2391,22.26003,,
93883,3.0318,,34.2391,10.66408,,
93884,3.0318,,34.2391,8.01748,,
93885,3.0318,,34.2391,3.71165,,
93886,3.0318,,34.2391,2.75513,,
93887,3.0318,,34.2391,,,
93888,3.0318,,34.2391,,,
93889,3.0318,,34.2391,,,
93890,3.0318,,34.2391,,,
93891,3.0318,,34.2391,,,
93892,3.0318,,34.2391,,,
93893,3.0318,,3.78641,..,,
93894,3.0318,,3.78641,15.08671,,
93895,3.0318,,3.78641,..,,
93896,3.0318,,3.78641,..,,
93897,3.0318,,3.78641,6.27012,,
93898,3.0318,,3.78641,..,,
93899,3.0318,,3.78641,..,,
93900,3.0318,,3.78641,..,,
93901,3.0318,,3.78641,..,,
93902,3.0318,,3.78641,..,,
93903,3.0318,,3.78641,9.81407,,
93904,3.0318,,3.78641,20.36703,,
93905,3.0318,,3.78641,20.46128,,
93906,3.0318,,3.78641,11.21139,,
93907,3.0318,,3.78641,23.00016,,
93908,3.0318,,3.78641,11.18052,,
93909,3.0318,,3.78641,10.00761,,
93910,3.0318,,3.78641,12.35377,,
93911,3.0318,,3.78641,6.72871,,
93912,3.0318,,3.78641,2.9226,,
93913,3.0318,,3.78641,6.83978,,
93914,3.0318,,3.78641,4.20922,,
93915,3.0318,,3.78641,3.02331,,
93916,3.0318,,3.78641,6.13284,,
93917,3.0318,,3.78641,4.15171,,
93918,3.0318,,3.78641,9.71081,,
93919,3.0318,,3.78641,2.55844,,
93920,3.0318,,3.78641,22.1755,,
93921,3.0318,,3.78641,2.89136,,
93922,3.0318,,3.78641,2.15194,,
93923,3.0318,,3.78641,3.94069,,
93924,3.0318,,3.78641,..,,
93925,3.0318,,3.78641,9.81407,,
93926,3.0318,,3.78641,12.28954,,
93927,3.0318,,3.78641,4.39052,,
93928,3.0318,,3.78641,3.07241,,
93929,3.0318,,3.78641,4.34201,,
93930,3.0318,,3.78641,4.15255,,
93931,3.0318,,3.78641,2.61416,,
93932,3.0318,,3.78641,6.83978,,
93933,3.0318,,3.78641,22.99368,,
93934,3.0318,,3.78641,11.03201,,
93935,3.0318,,3.78641,..,,
93936,3.0318,,3.78641,22.26003,,
93937,3.0318,,3.78641,10.66408,,
93938,3.0318,,3.78641,8.01748,,
93939,3.0318,,3.78641,3.71165,,
93940,3.0318,,3.78641,2.75513,,
93941,3.0318,,3.78641,,,
93942,3.0318,,3.78641,,,
93943,3.0318,,3.78641,,,
93944,3.0318,,3.78641,,,
93945,3.0318,,3.78641,,,
93946,3.0318,,3.78641,,,
93947,3.0318,,4.27413,..,,
93948,3.0318,,4.27413,15.08671,,
93949,3.0318,,4.27413,..,,
93950,3.0318,,4.27413,..,,
93951,3.0318,,4.27413,6.27012,,
93952,3.0318,,4.27413,..,,
93953,3.0318,,4.27413,..,,
93954,3.0318,,4.27413,..,,
93955,3.0318,,4.27413,..,,
93956,3.0318,,4.27413,..,,
93957,3.0318,,4.27413,9.81407,,
93958,3.0318,,4.27413,20.36703,,
93959,3.0318,,4.27413,20.46128,,
93960,3.0318,,4.27413,11.21139,,
93961,3.0318,,4.27413,23.00016,,
93962,3.0318,,4.27413,11.18052,,
93963,3.0318,,4.27413,10.00761,,
93964,3.0318,,4.27413,12.35377,,
93965,3.0318,,4.27413,6.72871,,
93966,3.0318,,4.27413,2.9226,,
93967,3.0318,,4.27413,6.83978,,
93968,3.0318,,4.27413,4.20922,,
93969,3.0318,,4.27413,3.02331,,
93970,3.0318,,4.27413,6.13284,,
93971,3.0318,,4.27413,4.15171,,
93972,3.0318,,4.27413,9.71081,,
93973,3.0318,,4.27413,2.55844,,
93974,3.0318,,4.27413,22.1755,,
93975,3.0318,,4.27413,2.89136,,
93976,3.0318,,4.27413,2.15194,,
93977,3.0318,,4.27413,3.94069,,
93978,3.0318,,4.27413,..,,
93979,3.0318,,4.27413,9.81407,,
93980,3.0318,,4.27413,12.28954,,
93981,3.0318,,4.27413,4.39052,,
93982,3.0318,,4.27413,3.07241,,
93983,3.0318,,4.27413,4.34201,,
93984,3.0318,,4.27413,4.15255,,
93985,3.0318,,4.27413,2.61416,,
93986,3.0318,,4.27413,6.83978,,
93987,3.0318,,4.27413,22.99368,,
93988,3.0318,,4.27413,11.03201,,
93989,3.0318,,4.27413,..,,
93990,3.0318,,4.27413,22.26003,,
93991,3.0318,,4.27413,10.66408,,
93992,3.0318,,4.27413,8.01748,,
93993,3.0318,,4.27413,3.71165,,
93994,3.0318,,4.27413,2.75513,,
93995,3.0318,,4.27413,,,
93996,3.0318,,4.27413,,,
93997,3.0318,,4.27413,,,
93998,3.0318,,4.27413,,,
93999,3.0318,,4.27413,,,
94000,3.0318,,4.27413,,,
94001,3.0318,,2.83958,..,,
94002,3.0318,,2.83958,15.08671,,
94003,3.0318,,2.83958,..,,
94004,3.0318,,2.83958,..,,
94005,3.0318,,2.83958,6.27012,,
94006,3.0318,,2.83958,..,,
94007,3.0318,,2.83958,..,,
94008,3.0318,,2.83958,..,,
94009,3.0318,,2.83958,..,,
94010,3.0318,,2.83958,..,,
94011,3.0318,,2.83958,9.81407,,
94012,3.0318,,2.83958,20.36703,,
94013,3.0318,,2.83958,20.46128,,
94014,3.0318,,2.83958,11.21139,,
94015,3.0318,,2.83958,23.00016,,
94016,3.0318,,2.83958,11.18052,,
94017,3.0318,,2.83958,10.00761,,
94018,3.0318,,2.83958,12.35377,,
94019,3.0318,,2.83958,6.72871,,
94020,3.0318,,2.83958,2.9226,,
94021,3.0318,,2.83958,6.83978,,
94022,3.0318,,2.83958,4.20922,,
94023,3.0318,,2.83958,3.02331,,
94024,3.0318,,2.83958,6.13284,,
94025,3.0318,,2.83958,4.15171,,
94026,3.0318,,2.83958,9.71081,,
94027,3.0318,,2.83958,2.55844,,
94028,3.0318,,2.83958,22.1755,,
94029,3.0318,,2.83958,2.89136,,
94030,3.0318,,2.83958,2.15194,,
94031,3.0318,,2.83958,3.94069,,
94032,3.0318,,2.83958,..,,
94033,3.0318,,2.83958,9.81407,,
94034,3.0318,,2.83958,12.28954,,
94035,3.0318,,2.83958,4.39052,,
94036,3.0318,,2.83958,3.07241,,
94037,3.0318,,2.83958,4.34201,,
94038,3.0318,,2.83958,4.15255,,
94039,3.0318,,2.83958,2.61416,,
94040,3.0318,,2.83958,6.83978,,
94041,3.0318,,2.83958,22.99368,,
94042,3.0318,,2.83958,11.03201,,
94043,3.0318,,2.83958,..,,
94044,3.0318,,2.83958,22.26003,,
94045,3.0318,,2.83958,10.66408,,
94046,3.0318,,2.83958,8.01748,,
94047,3.0318,,2.83958,3.71165,,
94048,3.0318,,2.83958,2.75513,,
94049,3.0318,,2.83958,,,
94050,3.0318,,2.83958,,,
94051,3.0318,,2.83958,,,
94052,3.0318,,2.83958,,,
94053,3.0318,,2.83958,,,
94054,3.0318,,2.83958,,,
94055,3.0318,,25.90122,..,,
94056,3.0318,,25.90122,15.08671,,
94057,3.0318,,25.90122,..,,
94058,3.0318,,25.90122,..,,
94059,3.0318,,25.90122,6.27012,,
94060,3.0318,,25.90122,..,,
94061,3.0318,,25.90122,..,,
94062,3.0318,,25.90122,..,,
94063,3.0318,,25.90122,..,,
94064,3.0318,,25.90122,..,,
94065,3.0318,,25.90122,9.81407,,
94066,3.0318,,25.90122,20.36703,,
94067,3.0318,,25.90122,20.46128,,
94068,3.0318,,25.90122,11.21139,,
94069,3.0318,,25.90122,23.00016,,
94070,3.0318,,25.90122,11.18052,,
94071,3.0318,,25.90122,10.00761,,
94072,3.0318,,25.90122,12.35377,,
94073,3.0318,,25.90122,6.72871,,
94074,3.0318,,25.90122,2.9226,,
94075,3.0318,,25.90122,6.83978,,
94076,3.0318,,25.90122,4.20922,,
94077,3.0318,,25.90122,3.02331,,
94078,3.0318,,25.90122,6.13284,,
94079,3.0318,,25.90122,4.15171,,
94080,3.0318,,25.90122,9.71081,,
94081,3.0318,,25.90122,2.55844,,
94082,3.0318,,25.90122,22.1755,,
94083,3.0318,,25.90122,2.89136,,
94084,3.0318,,25.90122,2.15194,,
94085,3.0318,,25.90122,3.94069,,
94086,3.0318,,25.90122,..,,
94087,3.0318,,25.90122,9.81407,,
94088,3.0318,,25.90122,12.28954,,
94089,3.0318,,25.90122,4.39052,,
94090,3.0318,,25.90122,3.07241,,
94091,3.0318,,25.90122,4.34201,,
94092,3.0318,,25.90122,4.15255,,
94093,3.0318,,25.90122,2.61416,,
94094,3.0318,,25.90122,6.83978,,
94095,3.0318,,25.90122,22.99368,,
94096,3.0318,,25.90122,11.03201,,
94097,3.0318,,25.90122,..,,
94098,3.0318,,25.90122,22.26003,,
94099,3.0318,,25.90122,10.66408,,
94100,3.0318,,25.90122,8.01748,,
94101,3.0318,,25.90122,3.71165,,
94102,3.0318,,25.90122,2.75513,,
94103,3.0318,,25.90122,,,
94104,3.0318,,25.90122,,,
94105,3.0318,,25.90122,,,
94106,3.0318,,25.90122,,,
94107,3.0318,,25.90122,,,
94108,3.0318,,25.90122,,,
94109,3.0318,,29.78402,..,,
94110,3.0318,,29.78402,15.08671,,
94111,3.0318,,29.78402,..,,
94112,3.0318,,29.78402,..,,
94113,3.0318,,29.78402,6.27012,,
94114,3.0318,,29.78402,..,,
94115,3.0318,,29.78402,..,,
94116,3.0318,,29.78402,..,,
94117,3.0318,,29.78402,..,,
94118,3.0318,,29.78402,..,,
94119,3.0318,,29.78402,9.81407,,
94120,3.0318,,29.78402,20.36703,,
94121,3.0318,,29.78402,20.46128,,
94122,3.0318,,29.78402,11.21139,,
