,Both,CountryCode,Secondary,Primary,Country,Mortality
4055,36.16957,,4.27413,6.72871,,
4056,36.16957,,4.27413,2.9226,,
4057,36.16957,,4.27413,6.83978,,
4058,36.16957,,4.27413,4.20922,,
4059,36.16957,,4.27413,3.02331,,
4060,36.16957,,4.27413,6.13284,,
4061,36.16957,,4.27413,4.15171,,
4062,36.16957,,4.27413,9.71081,,
4063,36.16957,,4.27413,2.55844,,
4064,36.16957,,4.27413,22.1755,,
4065,36.16957,,4.27413,2.89136,,
4066,36.16957,,4.27413,2.15194,,
4067,36.16957,,4.27413,3.94069,,
4068,36.16957,,4.27413,..,,
4069,36.16957,,4.27413,9.81407,,
4070,36.16957,,4.27413,12.28954,,
4071,36.16957,,4.27413,4.39052,,
4072,36.16957,,4.27413,3.07241,,
4073,36.16957,,4.27413,4.34201,,
4074,36.16957,,4.27413,4.15255,,
4075,36.16957,,4.27413,2.61416,,
4076,36.16957,,4.27413,6.83978,,
4077,36.16957,,4.27413,22.99368,,
4078,36.16957,,4.27413,11.03201,,
4079,36.16957,,4.27413,..,,
4080,36.16957,,4.27413,22.26003,,
4081,36.16957,,4.27413,10.66408,,
4082,36.16957,,4.27413,8.01748,,
4083,36.16957,,4.27413,3.71165,,
4084,36.16957,,4.27413,2.75513,,
4085,36.16957,,4.27413,,,
4086,36.16957,,4.27413,,,
4087,36.16957,,4.27413,,,
4088,36.16957,,4.27413,,,
4089,36.16957,,4.27413,,,
4090,36.16957,,4.27413,,,
4091,36.16957,,2.83958,..,,
4092,36.16957,,2.83958,15.08671,,
4093,36.16957,,2.83958,..,,
4094,36.16957,,2.83958,..,,
4095,36.16957,,2.83958,6.27012,,
4096,36.16957,,2.83958,..,,
4097,36.16957,,2.83958,..,,
4098,36.16957,,2.83958,..,,
4099,36.16957,,2.83958,..,,
4100,36.16957,,2.83958,..,,
4101,36.16957,,2.83958,9.81407,,
4102,36.16957,,2.83958,20.36703,,
4103,36.16957,,2.83958,20.46128,,
4104,36.16957,,2.83958,11.21139,,
4105,36.16957,,2.83958,23.00016,,
4106,36.16957,,2.83958,11.18052,,
4107,36.16957,,2.83958,10.00761,,
4108,36.16957,,2.83958,12.35377,,
4109,36.16957,,2.83958,6.72871,,
4110,36.16957,,2.83958,2.9226,,
4111,36.16957,,2.83958,6.83978,,
4112,36.16957,,2.83958,4.20922,,
4113,36.16957,,2.83958,3.02331,,
4114,36.16957,,2.83958,6.13284,,
4115,36.16957,,2.83958,4.15171,,
4116,36.16957,,2.83958,9.71081,,
4117,36.16957,,2.83958,2.55844,,
4118,36.16957,,2.83958,22.1755,,
4119,36.16957,,2.83958,2.89136,,
4120,36.16957,,2.83958,2.15194,,
4121,36.16957,,2.83958,3.94069,,
4122,36.16957,,2.83958,..,,
4123,36.16957,,2.83958,9.81407,,
4124,36.16957,,2.83958,12.28954,,
4125,36.16957,,2.83958,4.39052,,
4126,36.16957,,2.83958,3.07241,,
4127,36.16957,,2.83958,4.34201,,
4128,36.16957,,2.83958,4.15255,,
4129,36.16957,,2.83958,2.61416,,
4130,36.16957,,2.83958,6.83978,,
4131,36.16957,,2.83958,22.99368,,
4132,36.16957,,2.83958,11.03201,,
4133,36.16957,,2.83958,..,,
4134,36.16957,,2.83958,22.26003,,
4135,36.16957,,2.83958,10.66408,,
4136,36.16957,,2.83958,8.01748,,
4137,36.16957,,2.83958,3.71165,,
4138,36.16957,,2.83958,2.75513,,
4139,36.16957,,2.83958,,,
4140,36.16957,,2.83958,,,
4141,36.16957,,2.83958,,,
4142,36.16957,,2.83958,,,
4143,36.16957,,2.83958,,,
4144,36.16957,,2.83958,,,
4145,36.16957,,25.90122,..,,
4146,36.16957,,25.90122,15.08671,,
4147,36.16957,,25.90122,..,,
4148,36.16957,,25.90122,..,,
4149,36.16957,,25.90122,6.27012,,
4150,36.16957,,25.90122,..,,
4151,36.16957,,25.90122,..,,
4152,36.16957,,25.90122,..,,
4153,36.16957,,25.90122,..,,
4154,36.16957,,25.90122,..,,
4155,36.16957,,25.90122,9.81407,,
4156,36.16957,,25.90122,20.36703,,
4157,36.16957,,25.90122,20.46128,,
4158,36.16957,,25.90122,11.21139,,
4159,36.16957,,25.90122,23.00016,,
4160,36.16957,,25.90122,11.18052,,
4161,36.16957,,25.90122,10.00761,,
4162,36.16957,,25.90122,12.35377,,
4163,36.16957,,25.90122,6.72871,,
4164,36.16957,,25.90122,2.9226,,
4165,36.16957,,25.90122,6.83978,,
4166,36.16957,,25.90122,4.20922,,
4167,36.16957,,25.90122,3.02331,,
4168,36.16957,,25.90122,6.13284,,
4169,36.16957,,25.90122,4.15171,,
4170,36.16957,,25.90122,9.71081,,
4171,36.16957,,25.90122,2.55844,,
4172,36.16957,,25.90122,22.1755,,
4173,36.16957,,25.90122,2.89136,,
4174,36.16957,,25.90122,2.15194,,
4175,36.16957,,25.90122,3.94069,,
4176,36.16957,,25.90122,..,,
4177,36.16957,,25.90122,9.81407,,
4178,36.16957,,25.90122,12.28954,,
4179,36.16957,,25.90122,4.39052,,
4180,36.16957,,25.90122,3.07241,,
4181,36.16957,,25.90122,4.34201,,
4182,36.16957,,25.90122,4.15255,,
4183,36.16957,,25.90122,2.61416,,
4184,36.16957,,25.90122,6.83978,,
4185,36.16957,,25.90122,22.99368,,
4186,36.16957,,25.90122,11.03201,,
4187,36.16957,,25.90122,..,,
4188,36.16957,,25.90122,22.26003,,
4189,36.16957,,25.90122,10.66408,,
4190,36.16957,,25.90122,8.01748,,
4191,36.16957,,25.90122,3.71165,,
4192,36.16957,,25.90122,2.75513,,
4193,36.16957,,25.90122,,,
4194,36.16957,,25.90122,,,
4195,36.16957,,25.90122,,,
4196,36.16957,,25.90122,,,
4197,36.16957,,25.90122,,,
4198,36.16957,,25.90122,,,
4199,36.16957,,29.78402,..,,
4200,36.16957,,29.78402,15.08671,,
4201,36.16957,,29.78402,..,,
4202,36.16957,,29.78402,..,,
4203,36.16957,,29.78402,6.27012,,
4204,36.16957,,29.78402,..,,
4205,36.16957,,29.78402,..,,
4206,36.16957,,29.78402,..,,
4207,36.16957,,29.78402,..,,
4208,36.16957,,29.78402,..,,
4209,36.16957,,29.78402,9.81407,,
4210,36.16957,,29.78402,20.36703,,
4211,36.16957,,29.78402,20.46128,,
4212,36.16957,,29.78402,11.21139,,
4213,36.16957,,29.78402,23.00016,,
4214,36.16957,,29.78402,11.18052,,
4215,36.16957,,29.78402,10.00761,,
4216,36.16957,,29.78402,12.35377,,
4217,36.16957,,29.78402,6.72871,,
4218,36.16957,,29.78402,2.9226,,
4219,36.16957,,29.78402,6.83978,,
4220,36.16957,,29.78402,4.20922,,
4221,36.16957,,29.78402,3.02331,,
4222,36.16957,,29.78402,6.13284,,
4223,36.16957,,29.78402,4.15171,,
4224,36.16957,,29.78402,9.71081,,
4225,36.16957,,29.78402,2.55844,,
4226,36.16957,,29.78402,22.1755,,
4227,36.16957,,29.78402,2.89136,,
4228,36.16957,,29.78402,2.15194,,
4229,36.16957,,29.78402,3.94069,,
4230,36.16957,,29.78402,..,,
4231,36.16957,,29.78402,9.81407,,
4232,36.16957,,29.78402,12.28954,,
4233,36.16957,,29.78402,4.39052,,
4234,36.16957,,29.78402,3.07241,,
4235,36.16957,,29.78402,4.34201,,
4236,36.16957,,29.78402,4.15255,,
4237,36.16957,,29.78402,2.61416,,
4238,36.16957,,29.78402,6.83978,,
4239,36.16957,,29.78402,22.99368,,
4240,36.16957,,29.78402,11.03201,,
4241,36.16957,,29.78402,..,,
4242,36.16957,,29.78402,22.26003,,
4243,36.16957,,29.78402,10.66408,,
4244,36.16957,,29.78402,8.01748,,
4245,36.16957,,29.78402,3.71165,,
4246,36.16957,,29.78402,2.75513,,
4247,36.16957,,29.78402,,,
4248,36.16957,,29.78402,,,
4249,36.16957,,29.78402,,,
4250,36.16957,,29.78402,,,
4251,36.16957,,29.78402,,,
4252,36.16957,,29.78402,,,
4253,36.16957,,7.58721,..,,
4254,36.16957,,7.58721,15.08671,,
4255,36.16957,,7.58721,..,,
4256,36.16957,,7.58721,..,,
4257,36.16957,,7.58721,6.27012,,
4258,36.16957,,7.58721,..,,
4259,36.16957,,7.58721,..,,
4260,36.16957,,7.58721,..,,
4261,36.16957,,7.58721,..,,
4262,36.16957,,7.58721,..,,
4263,36.16957,,7.58721,9.81407,,
4264,36.16957,,7.58721,20.36703,,
4265,36.16957,,7.58721,20.46128,,
4266,36.16957,,7.58721,11.21139,,
4267,36.16957,,7.58721,23.00016,,
4268,36.16957,,7.58721,11.18052,,
4269,36.16957,,7.58721,10.00761,,
4270,36.16957,,7.58721,12.35377,,
4271,36.16957,,7.58721,6.72871,,
4272,36.16957,,7.58721,2.9226,,
4273,36.16957,,7.58721,6.83978,,
4274,36.16957,,7.58721,4.20922,,
4275,36.16957,,7.58721,3.02331,,
4276,36.16957,,7.58721,6.13284,,
4277,36.16957,,7.58721,4.15171,,
4278,36.16957,,7.58721,9.71081,,
4279,36.16957,,7.58721,2.55844,,
4280,36.16957,,7.58721,22.1755,,
4281,36.16957,,7.58721,2.89136,,
4282,36.16957,,7.58721,2.15194,,
4283,36.16957,,7.58721,3.94069,,
4284,36.16957,,7.58721,..,,
4285,36.16957,,7.58721,9.81407,,
4286,36.16957,,7.58721,12.28954,,
4287,36.16957,,7.58721,4.39052,,
4288,36.16957,,7.58721,3.07241,,
4289,36.16957,,7.58721,4.34201,,
4290,36.16957,,7.58721,4.15255,,
4291,36.16957,,7.58721,2.61416,,
4292,36.16957,,7.58721,6.83978,,
4293,36.16957,,7.58721,22.99368,,
4294,36.16957,,7.58721,11.03201,,
4295,36.16957,,7.58721,..,,
4296,36.16957,,7.58721,22.26003,,
4297,36.16957,,7.58721,10.66408,,
4298,36.16957,,7.58721,8.01748,,
4299,36.16957,,7.58721,3.71165,,
4300,36.16957,,7.58721,2.75513,,
4301,36.16957,,7.58721,,,
4302,36.16957,,7.58721,,,
4303,36.16957,,7.58721,,,
4304,36.16957,,7.58721,,,
4305,36.16957,,7.58721,,,
4306,36.16957,,7.58721,,,
4307,36.16957,,9.3443,..,,
4308,36.16957,,9.3443,15.08671,,
4309,36.16957,,9.3443,..,,
4310,36.16957,,9.3443,..,,
4311,36.16957,,9.3443,6.27012,,
4312,36.16957,,9.3443,..,,
4313,36.16957,,9.3443,..,,
4314,36.16957,,9.3443,..,,
4315,36.16957,,9.3443,..,,
4316,36.16957,,9.3443,..,,
4317,36.16957,,9.3443,9.81407,,
4318,36.16957,,9.3443,20.36703,,
4319,36.16957,,9.3443,20.46128,,
4320,36.16957,,9.3443,11.21139,,
4321,36.16957,,9.3443,23.00016,,
4322,36.16957,,9.3443,11.18052,,
4323,36.16957,,9.3443,10.00761,,
4324,36.16957,,9.3443,12.35377,,
4325,36.16957,,9.3443,6.72871,,
4326,36.16957,,9.3443,2.9226,,
4327,36.16957,,9.3443,6.83978,,
4328,36.16957,,9.3443,4.20922,,
4329,36.16957,,9.3443,3.02331,,
4330,36.16957,,9.3443,6.13284,,
4331,36.16957,,9.3443,4.15171,,
4332,36.16957,,9.3443,9.71081,,
4333,36.16957,,9.3443,2.55844,,
4334,36.16957,,9.3443,22.1755,,
4335,36.16957,,9.3443,2.89136,,
4336,36.16957,,9.3443,2.15194,,
4337,36.16957,,9.3443,3.94069,,
4338,36.16957,,9.3443,..,,
4339,36.16957,,9.3443,9.81407,,
4340,36.16957,,9.3443,12.28954,,
4341,36.16957,,9.3443,4.39052,,
4342,36.16957,,9.3443,3.07241,,
4343,36.16957,,9.3443,4.34201,,
4344,36.16957,,9.3443,4.15255,,
4345,36.16957,,9.3443,2.61416,,
4346,36.16957,,9.3443,6.83978,,
4347,36.16957,,9.3443,22.99368,,
4348,36.16957,,9.3443,11.03201,,
4349,36.16957,,9.3443,..,,
4350,36.16957,,9.3443,22.26003,,
4351,36.16957,,9.3443,10.66408,,
4352,36.16957,,9.3443,8.01748,,
4353,36.16957,,9.3443,3.71165,,
4354,36.16957,,9.3443,2.75513,,
4355,36.16957,,9.3443,,,
4356,36.16957,,9.3443,,,
4357,36.16957,,9.3443,,,
4358,36.16957,,9.3443,,,
4359,36.16957,,9.3443,,,
4360,36.16957,,9.3443,,,
4361,36.16957,,11.47134,..,,
4362,36.16957,,11.47134,15.08671,,
4363,36.16957,,11.47134,..,,
4364,36.16957,,11.47134,..,,
4365,36.16957,,11.47134,6.27012,,
4366,36.16957,,11.47134,..,,
4367,36.16957,,11.47134,..,,
4368,36.16957,,11.47134,..,,
4369,36.16957,,11.47134,..,,
4370,36.16957,,11.47134,..,,
4371,36.16957,,11.47134,9.81407,,
4372,36.16957,,11.47134,20.36703,,
4373,36.16957,,11.47134,20.46128,,
4374,36.16957,,11.47134,11.21139,,
4375,36.16957,,11.47134,23.00016,,
4376,36.16957,,11.47134,11.18052,,
4377,36.16957,,11.47134,10.00761,,
4378,36.16957,,11.47134,12.35377,,
4379,36.16957,,11.47134,6.72871,,
4380,36.16957,,11.47134,2.9226,,
4381,36.16957,,11.47134,6.83978,,
4382,36.16957,,11.47134,4.20922,,
4383,36.16957,,11.47134,3.02331,,
4384,36.16957,,11.47134,6.13284,,
4385,36.16957,,11.47134,4.15171,,
4386,36.16957,,11.47134,9.71081,,
4387,36.16957,,11.47134,2.55844,,
4388,36.16957,,11.47134,22.1755,,
4389,36.16957,,11.47134,2.89136,,
4390,36.16957,,11.47134,2.15194,,
4391,36.16957,,11.47134,3.94069,,
4392,36.16957,,11.47134,..,,
4393,36.16957,,11.47134,9.81407,,
4394,36.16957,,11.47134,12.28954,,
4395,36.16957,,11.47134,4.39052,,
4396,36.16957,,11.47134,3.07241,,
4397,36.16957,,11.47134,4.34201,,
4398,36.16957,,11.47134,4.15255,,
4399,36.16957,,11.47134,2.61416,,
4400,36.16957,,11.47134,6.83978,,
4401,36.16957,,11.47134,22.99368,,
4402,36.16957,,11.47134,11.03201,,
4403,36.16957,,11.47134,..,,
4404,36.16957,,11.47134,22.26003,,
4405,36.16957,,11.47134,10.66408,,
4406,36.16957,,11.47134,8.01748,,
4407,36.16957,,11.47134,3.71165,,
4408,36.16957,,11.47134,2.75513,,
4409,36.16957,,11.47134,,,
4410,36.16957,,11.47134,,,
4411,36.16957,,11.47134,,,
4412,36.16957,,11.47134,,,
4413,36.16957,,11.47134,,,
4414,36.16957,,11.47134,,,
4415,36.16957,,13.7635,..,,
4416,36.16957,,13.7635,15.08671,,
4417,36.16957,,13.7635,..,,
4418,36.16957,,13.7635,..,,
4419,36.16957,,13.7635,6.27012,,
4420,36.16957,,13.7635,..,,
4421,36.16957,,13.7635,..,,
4422,36.16957,,13.7635,..,,
4423,36.16957,,13.7635,..,,
4424,36.16957,,13.7635,..,,
4425,36.16957,,13.7635,9.81407,,
4426,36.16957,,13.7635,20.36703,,
4427,36.16957,,13.7635,20.46128,,
4428,36.16957,,13.7635,11.21139,,
4429,36.16957,,13.7635,23.00016,,
4430,36.16957,,13.7635,11.18052,,
4431,36.16957,,13.7635,10.00761,,
4432,36.16957,,13.7635,12.35377,,
4433,36.16957,,13.7635,6.72871,,
4434,36.16957,,13.7635,2.9226,,
4435,36.16957,,13.7635,6.83978,,
4436,36.16957,,13.7635,4.20922,,
4437,36.16957,,13.7635,3.02331,,
4438,36.16957,,13.7635,6.13284,,
4439,36.16957,,13.7635,4.15171,,
4440,36.16957,,13.7635,9.71081,,
4441,36.16957,,13.7635,2.55844,,
4442,36.16957,,13.7635,22.1755,,
4443,36.16957,,13.7635,2.89136,,
4444,36.16957,,13.7635,2.15194,,
4445,36.16957,,13.7635,3.94069,,
4446,36.16957,,13.7635,..,,
4447,36.16957,,13.7635,9.81407,,
4448,36.16957,,13.7635,12.28954,,
4449,36.16957,,13.7635,4.39052,,
4450,36.16957,,13.7635,3.07241,,
4451,36.16957,,13.7635,4.34201,,
4452,36.16957,,13.7635,4.15255,,
4453,36.16957,,13.7635,2.61416,,
4454,36.16957,,13.7635,6.83978,,
4455,36.16957,,13.7635,22.99368,,
4456,36.16957,,13.7635,11.03201,,
4457,36.16957,,13.7635,..,,
4458,36.16957,,13.7635,22.26003,,
4459,36.16957,,13.7635,10.66408,,
4460,36.16957,,13.7635,8.01748,,
4461,36.16957,,13.7635,3.71165,,
4462,36.16957,,13.7635,2.75513,,
4463,36.16957,,13.7635,,,
4464,36.16957,,13.7635,,,
4465,36.16957,,13.7635,,,
4466,36.16957,,13.7635,,,
4467,36.16957,,13.7635,,,
4468,36.16957,,13.7635,,,
4469,36.16957,,3.39841,..,,
4470,36.16957,,3.39841,15.08671,,
4471,36.16957,,3.39841,..,,
4472,36.16957,,3.39841,..,,
4473,36.16957,,3.39841,6.27012,,
4474,36.16957,,3.39841,..,,
4475,36.16957,,3.39841,..,,
4476,36.16957,,3.39841,..,,
4477,36.16957,,3.39841,..,,
4478,36.16957,,3.39841,..,,
4479,36.16957,,3.39841,9.81407,,
4480,36.16957,,3.39841,20.36703,,
4481,36.16957,,3.39841,20.46128,,
4482,36.16957,,3.39841,11.21139,,
4483,36.16957,,3.39841,23.00016,,
4484,36.16957,,3.39841,11.18052,,
4485,36.16957,,3.39841,10.00761,,
4486,36.16957,,3.39841,12.35377,,
4487,36.16957,,3.39841,6.72871,,
4488,36.16957,,3.39841,2.9226,,
4489,36.16957,,3.39841,6.83978,,
4490,36.16957,,3.39841,4.20922,,
4491,36.16957,,3.39841,3.02331,,
4492,36.16957,,3.39841,6.13284,,
4493,36.16957,,3.39841,4.15171,,
4494,36.16957,,3.39841,9.71081,,
4495,36.16957,,3.39841,2.55844,,
4496,36.16957,,3.39841,22.1755,,
4497,36.16957,,3.39841,2.89136,,
4498,36.16957,,3.39841,2.15194,,
4499,36.16957,,3.39841,3.94069,,
4500,36.16957,,3.39841,..,,
4501,36.16957,,3.39841,9.81407,,
4502,36.16957,,3.39841,12.28954,,
4503,36.16957,,3.39841,4.39052,,
4504,36.16957,,3.39841,3.07241,,
4505,36.16957,,3.39841,4.34201,,
4506,36.16957,,3.39841,4.15255,,
4507,36.16957,,3.39841,2.61416,,
4508,36.16957,,3.39841,6.83978,,
4509,36.16957,,3.39841,22.99368,,
4510,36.16957,,3.39841,11.03201,,
4511,36.16957,,3.39841,..,,
4512,36.16957,,3.39841,22.26003,,
4513,36.16957,,3.39841,10.66408,,
4514,36.16957,,3.39841,8.01748,,
4515,36.16957,,3.39841,3.71165,,
4516,36.16957,,3.39841,2.75513,,
4517,36.16957,,3.39841,,,
4518,36.16957,,3.39841,,,
4519,36.16957,,3.39841,,,
4520,36.16957,,3.39841,,,
4521,36.16957,,3.39841,,,
4522,36.16957,,3.39841,,,
4523,36.16957,,34.81575,..,,
4524,36.16957,,34.81575,15.08671,,
4525,36.16957,,34.81575,..,,
4526,36.16957,,34.81575,..,,
4527,36.16957,,34.81575,6.27012,,
4528,36.16957,,34.81575,..,,
4529,36.16957,,34.81575,..,,
4530,36.16957,,34.81575,..,,
4531,36.16957,,34.81575,..,,
4532,36.16957,,34.81575,..,,
4533,36.16957,,34.81575,9.81407,,
4534,36.16957,,34.81575,20.36703,,
4535,36.16957,,34.81575,20.46128,,
4536,36.16957,,34.81575,11.21139,,
4537,36.16957,,34.81575,23.00016,,
4538,36.16957,,34.81575,11.18052,,
4539,36.16957,,34.81575,10.00761,,
4540,36.16957,,34.81575,12.35377,,
4541,36.16957,,34.81575,6.72871,,
4542,36.16957,,34.81575,2.9226,,
4543,36.16957,,34.81575,6.83978,,
4544,36.16957,,34.81575,4.20922,,
4545,36.16957,,34.81575,3.02331,,
4546,36.16957,,34.81575,6.13284,,
4547,36.16957,,34.81575,4.15171,,
4548,36.16957,,34.81575,9.71081,,
4549,36.16957,,34.81575,2.55844,,
4550,36.16957,,34.81575,22.1755,,
4551,36.16957,,34.81575,2.89136,,
4552,36.16957,,34.81575,2.15194,,
4553,36.16957,,34.81575,3.94069,,
4554,36.16957,,34.81575,..,,
4555,36.16957,,34.81575,9.81407,,
4556,36.16957,,34.81575,12.28954,,
4557,36.16957,,34.81575,4.39052,,
4558,36.16957,,34.81575,3.07241,,
4559,36.16957,,34.81575,4.34201,,
4560,36.16957,,34.81575,4.15255,,
4561,36.16957,,34.81575,2.61416,,
4562,36.16957,,34.81575,6.83978,,
4563,36.16957,,34.81575,22.99368,,
4564,36.16957,,34.81575,11.03201,,
4565,36.16957,,34.81575,..,,
4566,36.16957,,34.81575,22.26003,,
4567,36.16957,,34.81575,10.66408,,
4568,36.16957,,34.81575,8.01748,,
4569,36.16957,,34.81575,3.71165,,
4570,36.16957,,34.81575,2.75513,,
4571,36.16957,,34.81575,,,
4572,36.16957,,34.81575,,,
4573,36.16957,,34.81575,,,
4574,36.16957,,34.81575,,,
4575,36.16957,,34.81575,,,
4576,36.16957,,34.81575,,,
4577,36.16957,,47.74518,..,,
4578,36.16957,,47.74518,15.08671,,
4579,36.16957,,47.74518,..,,
4580,36.16957,,47.74518,..,,
4581,36.16957,,47.74518,6.27012,,
4582,36.16957,,47.74518,..,,
4583,36.16957,,47.74518,..,,
4584,36.16957,,47.74518,..,,
4585,36.16957,,47.74518,..,,
4586,36.16957,,47.74518,..,,
4587,36.16957,,47.74518,9.81407,,
4588,36.16957,,47.74518,20.36703,,
4589,36.16957,,47.74518,20.46128,,
4590,36.16957,,47.74518,11.21139,,
4591,36.16957,,47.74518,23.00016,,
4592,36.16957,,47.74518,11.18052,,
4593,36.16957,,47.74518,10.00761,,
4594,36.16957,,47.74518,12.35377,,
4595,36.16957,,47.74518,6.72871,,
4596,36.16957,,47.74518,2.9226,,
4597,36.16957,,47.74518,6.83978,,
4598,36.16957,,47.74518,4.20922,,
4599,36.16957,,47.74518,3.02331,,
4600,36.16957,,47.74518,6.13284,,
4601,36.16957,,47.74518,4.15171,,
4602,36.16957,,47.74518,9.71081,,
4603,36.16957,,47.74518,2.55844,,
4604,36.16957,,47.74518,22.1755,,
4605,36.16957,,47.74518,2.89136,,
4606,36.16957,,47.74518,2.15194,,
4607,36.16957,,47.74518,3.94069,,
4608,36.16957,,47.74518,..,,
4609,36.16957,,47.74518,9.81407,,
4610,36.16957,,47.74518,12.28954,,
4611,36.16957,,47.74518,4.39052,,
4612,36.16957,,47.74518,3.07241,,
4613,36.16957,,47.74518,4.34201,,
4614,36.16957,,47.74518,4.15255,,
4615,36.16957,,47.74518,2.61416,,
4616,36.16957,,47.74518,6.83978,,
4617,36.16957,,47.74518,22.99368,,
4618,36.16957,,47.74518,11.03201,,
4619,36.16957,,47.74518,..,,
4620,36.16957,,47.74518,22.26003,,
4621,36.16957,,47.74518,10.66408,,
4622,36.16957,,47.74518,8.01748,,
4623,36.16957,,47.74518,3.71165,,
4624,36.16957,,47.74518,2.75513,,
4625,36.16957,,47.74518,,,
4626,36.16957,,47.74518,,,
4627,36.16957,,47.74518,,,
4628,36.16957,,47.74518,,,
4629,36.16957,,47.74518,,,
4630,36.16957,,47.74518,,,
4631,36.16957,,19.9373,..,,
4632,36.16957,,19.9373,15.08671,,
4633,36.16957,,19.9373,..,,
4634,36.16957,,19.9373,..,,
4635,36.16957,,19.9373,6.27012,,
4636,36.16957,,19.9373,..,,
4637,36.16957,,19.9373,..,,
4638,36.16957,,19.9373,..,,
4639,36.16957,,19.9373,..,,
4640,36.16957,,19.9373,..,,
4641,36.16957,,19.9373,9.81407,,
4642,36.16957,,19.9373,20.36703,,
4643,36.16957,,19.9373,20.46128,,
4644,36.16957,,19.9373,11.21139,,
4645,36.16957,,19.9373,23.00016,,
4646,36.16957,,19.9373,11.18052,,
4647,36.16957,,19.9373,10.00761,,
4648,36.16957,,19.9373,12.35377,,
4649,36.16957,,19.9373,6.72871,,
4650,36.16957,,19.9373,2.9226,,
4651,36.16957,,19.9373,6.83978,,
4652,36.16957,,19.9373,4.20922,,
4653,36.16957,,19.9373,3.02331,,
4654,36.16957,,19.9373,6.13284,,
4655,36.16957,,19.9373,4.15171,,
4656,36.16957,,19.9373,9.71081,,
4657,36.16957,,19.9373,2.55844,,
4658,36.16957,,19.9373,22.1755,,
4659,36.16957,,19.9373,2.89136,,
4660,36.16957,,19.9373,2.15194,,
4661,36.16957,,19.9373,3.94069,,
4662,36.16957,,19.9373,..,,
4663,36.16957,,19.9373,9.81407,,
4664,36.16957,,19.9373,12.28954,,
4665,36.16957,,19.9373,4.39052,,
4666,36.16957,,19.9373,3.07241,,
4667,36.16957,,19.9373,4.34201,,
4668,36.16957,,19.9373,4.15255,,
4669,36.16957,,19.9373,2.61416,,
4670,36.16957,,19.9373,6.83978,,
4671,36.16957,,19.9373,22.99368,,
4672,36.16957,,19.9373,11.03201,,
4673,36.16957,,19.9373,..,,
4674,36.16957,,19.9373,22.26003,,
4675,36.16957,,19.9373,10.66408,,
4676,36.16957,,19.9373,8.01748,,
4677,36.16957,,19.9373,3.71165,,
4678,36.16957,,19.9373,2.75513,,
4679,36.16957,,19.9373,,,
4680,36.16957,,19.9373,,,
4681,36.16957,,19.9373,,,
4682,36.16957,,19.9373,,,
4683,36.16957,,19.9373,,,
4684,36.16957,,19.9373,,,
4685,36.16957,,,..,,
4686,36.16957,,,15.08671,,
4687,36.16957,,,..,,
4688,36.16957,,,..,,
4689,36.16957,,,6.27012,,
4690,36.16957,,,..,,
4691,36.16957,,,..,,
4692,36.16957,,,..,,
4693,36.16957,,,..,,
4694,36.16957,,,..,,
4695,36.16957,,,9.81407,,
4696,36.16957,,,20.36703,,
4697,36.16957,,,20.46128,,
4698,36.16957,,,11.21139,,
4699,36.16957,,,23.00016,,
4700,36.16957,,,11.18052,,
4701,36.16957,,,10.00761,,
4702,36.16957,,,12.35377,,
4703,36.16957,,,6.72871,,
4704,36.16957,,,2.9226,,
4705,36.16957,,,6.83978,,
4706,36.16957,,,4.20922,,
4707,36.16957,,,3.02331,,
4708,36.16957,,,6.13284,,
4709,36.16957,,,4.15171,,
4710,36.16957,,,9.71081,,
4711,36.16957,,,2.55844,,
4712,36.16957,,,22.1755,,
4713,36.16957,,,2.89136,,
4714,36.16957,,,2.15194,,
4715,36.16957,,,3.94069,,
4716,36.16957,,,..,,
4717,36.16957,,,9.81407,,
4718,36.16957,,,12.28954,,
4719,36.16957,,,4.39052,,
4720,36.16957,,,3.07241,,
4721,36.16957,,,4.34201,,
4722,36.16957,,,4.15255,,
4723,36.16957,,,2.61416,,
4724,36.16957,,,6.83978,,
4725,36.16957,,,22.99368,,
4726,36.16957,,,11.03201,,
4727,36.16957,,,..,,
4728,36.16957,,,22.26003,,
4729,36.16957,,,10.66408,,
4730,36.16957,,,8.01748,,
4731,36.16957,,,3.71165,,
4732,36.16957,,,2.75513,,
4733,36.16957,,,,,
4734,36.16957,,,,,
4735,36.16957,,,,,
4736,36.16957,,,,,
4737,36.16957,,,,,
4738,36.16957,,,,,
4739,36.16957,,,..,,
4740,36.16957,,,15.08671,,
4741,36.16957,,,..,,
4742,36.16957,,,..,,
4743,36.16957,,,6.27012,,
4744,36.16957,,,..,,
4745,36.16957,,,..,,
4746,36.16957,,,..,,
4747,36.16957,,,..,,
4748,36.16957,,,..,,
4749,36.16957,,,9.81407,,
4750,36.16957,,,20.36703,,
4751,36.16957,,,20.46128,,
4752,36.16957,,,11.21139,,
4753,36.16957,,,23.00016,,
4754,36.16957,,,11.18052,,
4755,36.16957,,,10.00761,,
4756,36.16957,,,12.35377,,
4757,36.16957,,,6.72871,,
4758,36.16957,,,2.9226,,
4759,36.16957,,,6.83978,,
4760,36.16957,,,4.20922,,
4761,36.16957,,,3.02331,,
4762,36.16957,,,6.13284,,
4763,36.16957,,,4.15171,,
4764,36.16957,,,9.71081,,
4765,36.16957,,,2.55844,,
4766,36.16957,,,22.1755,,
4767,36.16957,,,2.89136,,
4768,36.16957,,,2.15194,,
4769,36.16957,,,3.94069,,
