,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,ISO-alpha3 code
76,French Guiana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.45301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,GUF
77,French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,2.04518,2.22298,4.06237,..,..,..,..,..,..,..,..,..,..,0.10978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,PYF
78,Gabon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.86781,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,GAB
79,Gambia,..,84.59783,84.65003,83.71172,83.24529,82.45537,81.79378,79.63881,77.76471,75.62889,71.99859,64.9345,61.98066,58.78526,55.63842,53.22998,52.82643,..,..,..,..,..,61.72396,58.41148,..,..,47.25473,..,41.75143,30.0951,31.09909,28.90927,30.95649,25.16546,23.70047,25.87398,21.48523,21.45619,25.38831,..,28.67227,28.2746,25.30883,29.37112,25.97745,22.678,20.16727,17.41432,16.58748,GMB
80,Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.71064,16.75015,16.50595,..,..,..,..,..,..,14.63997,14.9097,11.55478,7.43446,5.06817,5.22116,..,3.43633,2.40786,..,..,..,..,..,..,GEO
81,Germany,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.20875,0.24652,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,DEU
82,Ghana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.0664,35.23953,40.23446,37.54046,38.48195,..,35.04789,35.51237,30.12332,24.87258,26.23219,..,17.89094,..,14.00703,11.41769,9.63655,12.44569,14.11932,15.11771,GHA
83,Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,GIB
84,Greece,..,8.1157,7.48667,6.17771,4.42536,3.85971,3.40569,3.88282,4.64266,5.87257,7.89876,6.17202,6.14831,5.2559,5.35002,5.50788,6.42874,8.85504,8.03547,8.62555,9.1432,9.36357,10.86201,12.83532,13.55451,11.42492,12.83691,12.38776,5.62828,5.15407,4.0138,5.20086,5.40198,5.45998,6.42242,7.38948,8.0626,7.99006,..,..,6.7902,6.45501,6.15494,6.6575,7.70071,6.65307,7.10629,..,..,GRC
85,Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,GRL
86,Grenada,..,..,15.87097,..,..,..,..,2.36523,..,..,5.9149,9.32234,12.31593,12.15295,9.35173,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.45299,..,1.40528,8.53609,..,6.04937,3.53217,0.74503,..,..,..,1.54467,2.75962,2.40415,2.63241,..,..,GRD
87,Guadeloupe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,GLP
88,Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,GUM
89,Guatemala,57.76635,56.79954,56.06517,..,54.5107,53.63373,..,..,51.37743,..,..,46.40097,48.47193,45.46573,..,..,..,..,..,..,..,..,..,..,..,..,..,32.56633,..,22.43411,19.18329,19.77841,16.02156,..,10.9505,9.10109,7.25304,5.8053,5.60086,2.17485,2.30041,4.45996,7.45072,9.76895,11.63856,11.9712,12.59458,11.55852,..,GTM
90,Guernsey,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,GGY
91,Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.9341,80.53038,81.81507,83.40719,82.5889,82.52781,83.09267,81.58826,..,..,..,..,..,..,69.30735,66.40227,62.40033,58.64502,51.7479,47.90799,44.52801,41.91388,39.00332,36.76619,37.65446,36.23495,34.91838,29.85668,30.35826,29.40373,25.78151,..,28.70171,..,..,GIN
92,Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,..,70.91475,66.45401,..,67.15254,66.85106,..,71.55714,72.6441,..,..,..,..,..,..,..,..,..,..,..,60.42887,..,..,..,..,..,..,..,..,..,29.82953,..,..,..,..,..,..,..,..,GNB
93,Guyana,..,12.77691,11.66225,..,8.60793,..,12.4073,7.83178,..,10.67324,..,..,10.65364,..,..,..,..,..,..,..,..,8.75416,11.13151,12.40479,..,10.70335,12.16787,..,..,..,..,..,..,10.67265,..,..,..,..,2.47688,7.73247,3.94527,1.8092,3.29801,..,..,..,..,..,..,GUY
94,Haiti,..,..,..,..,..,..,..,..,..,..,..,63.40629,58.96273,54.08963,57.40659,52.94239,49.9964,57.48607,..,..,..,..,..,..,..,..,..,43.12362,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,HTI
95,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,VAT
96,Honduras,..,..,..,..,..,..,..,..,..,24.65482,24.28751,..,14.36854,12.24586,10.9962,..,10.02189,..,..,..,..,13.21978,..,11.90684,..,..,..,..,..,..,13.86121,..,..,10.21596,8.59546,12.75809,7.50645,13.35326,9.51799,10.75951,10.59251,10.21284,13.61196,16.54231,17.02298,17.88908,16.14651,15.51183,..,HND
97,Hungary,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.6932,13.75135,3.87668,3.84993,3.31556,2.89316,2.76204,4.01393,4.36112,3.78216,3.03678,3.85916,2.91218,2.16787,2.28831,2.95552,3.42754,3.78677,3.59165,3.45458,3.01108,..,..,HUN
98,Iceland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.67457,..,1.55905,1.13872,0.80506,..,..,..,..,2.6665,4.5072,4.32516,3.11743,1.5019,0.39965,..,0.41709,1.0227,1.54713,2.18358,2.2191,1.37666,0.54963,..,..,ISL
99,India,..,51.82054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.58537,..,..,..,..,..,..,..,..,..,23.34711,22.62241,22.21675,12.66592,..,..,..,3.7816,2.34675,3.1034,2.80085,2.81425,2.28471,1.55137,..,..,..,..,..,IND
100,Indonesia,..,35.02236,33.89102,..,36.36289,31.41579,28.19054,..,19.13718,..,..,14.49197,..,..,..,..,..,3.38937,..,3.74098,5.25205,6.10046,7.13591,8.22985,7.90249,8.242,8.70632,8.78414,..,..,..,4.55182,5.00879,5.90276,6.71096,8.22547,6.89818,4.80371,4.42228,3.42067,1.32396,0.19738,3.32318,6.36051,8.57659,..,10.83949,9.89713,..,IDN
101,Iran (Islamic Republic of),..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.76563,24.38871,22.46981,21.63828,19.45319,17.76428,11.83975,..,6.60184,..,..,..,..,8.85107,..,16.29107,16.66341,..,8.76221,8.95357,5.78005,5.58218,..,0.71043,..,..,..,..,..,..,..,..,..,..,..,IRN
102,Iraq,..,65.02585,63.54797,61.36495,58.85886,55.76832,48.84412,44.80272,41.16942,18.77849,11.93548,11.18103,..,15.40871,..,17.92971,17.17096,15.72743,13.7536,16.42161,..,..,..,26.23883,..,..,28.87153,..,..,16.95874,17.94361,..,..,..,13.30657,..,..,13.40155,..,..,..,..,..,..,..,..,..,..,..,IRQ
103,Ireland,..,4.59363,6.02848,5.79329,6.44096,5.61503,4.61964,3.90134,3.47226,4.42332,6.2486,8.87999,11.63434,13.48394,..,..,14.42689,13.65992,12.55652,11.75881,11.14408,11.78607,12.69618,12.97443,12.82418,12.50894,11.72168,..,0.3663,..,..,0.00803,..,..,..,..,..,..,..,..,0.01064,2.68763,0.18328,0.53901,0.38299,..,0.04207,..,..,IRL
104,Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,IMN
105,Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.61844,2.3649,1.61056,1.92505,1.8275,2.08497,2.12898,2.46872,2.24333,2.31594,2.69967,2.229,2.6291,2.01449,2.45744,2.63903,2.1045,2.38608,2.19451,..,ISR
106,Italy,..,..,..,..,..,..,0.9528,..,..,0.54696,..,..,..,..,..,0.87666,..,..,..,..,..,..,..,..,..,..,2.26837,1.22931,..,..,0.27845,0.45731,0.54104,0.68946,0.82045,1.12543,1.26243,1.37893,1.46226,1.34581,1.16455,1.51956,1.04792,0.7971,0.93466,1.13794,1.53865,..,..,ITA
107,Jamaica,..,..,..,..,..,3.73774,6.33026,5.61061,..,1.88362,1.52635,2.31889,..,0.99138,2.21356,3.13002,2.98586,2.51137,4.97458,1.20437,2.34717,3.95398,..,8.27025,..,..,..,..,..,8.46766,7.05419,7.31391,7.72371,8.88269,7.16925,..,..,..,..,..,..,..,..,..,..,..,..,..,..,JAM
108,Japan,..,0.38329,0.85078,1.39766,3.09778,2.06869,1.22115,0.84733,1.33795,1.13589,..,0.4953,1.40488,1.6891,1.46292,0.52129,..,..,..,..,..,0.47482,0.77871,..,0.2386,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.12245,1.49351,1.03642,1.56388,..,..,JPN
109,Jersey,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,JEY
110,Jordan,..,..,19.27323,13.62604,..,..,..,..,5.03677,4.76261,8.43849,9.80713,10.30217,12.20994,12.42066,10.42676,..,..,..,..,..,..,..,..,..,..,..,..,..,8.18686,6.99444,..,4.62219,3.13159,2.75855,..,..,..,..,..,..,..,..,..,..,..,..,..,..,JOR
111,Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.74792,3.19924,2.08655,1.53817,1.3726,1.16426,2.03196,2.4656,0.93948,0.39515,..,0.32766,0.34082,0.365,0.40138,0.07431,0.08318,0.06207,0.06455,KAZ
112,Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.86371,33.49283,32.47991,38.29577,27.23024,29.02781,28.05354,28.4618,18.9328,22.16708,20.56075,..,..,15.05817,..,..,..,..,..,..,KEN
113,Kiribati,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.11883,1.46513,5.23598,..,1.59893,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,KIR
114,Kuwait,..,45.12302,39.6505,36.56361,36.8246,35.99153,33.75176,28.55989,22.96845,24.74825,23.04668,21.44207,20.03653,16.71829,15.28872,15.3727,15.74738,20.38812,21.50179,..,..,..,53.40842,..,32.35309,..,14.67669,16.0257,..,8.67577,7.96556,4.46311,1.51465,..,0.08417,5.48915,..,3.34191,2.36996,..,2.02838,1.43894,0.52883,0.69567,0.66644,0.33127,1.42204,6.90047,..,KWT
115,Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.5396,..,..,6.69153,7.32306,6.89096,6.92642,7.07194,1.94484,4.45867,3.49712,4.40453,4.98077,5.4983,5.09611,5.17678,1.94355,2.00146,2.2392,2.2521,1.86717,1.71944,..,KGZ
116,Lao People's Democratic Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.29109,41.92696,38.44046,..,35.56231,32.87787,29.6265,28.63484,27.75597,28.13048,27.02868,24.41521,23.16944,21.6588,20.1583,17.28484,14.44262,11.50884,6.83327,6.40529,6.34385,4.18813,3.61362,4.9654,6.01971,7.17883,..,LAO
117,Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.6501,..,..,..,..,..,..,..,..,1.13985,2.0407,1.65945,1.71421,2.40361,2.67432,2.89008,2.86172,2.51202,2.17788,..,LVA
118,Lebanon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.99152,..,..,..,..,..,3.64671,6.07578,10.88238,14.19137,13.26121,12.40338,11.61409,9.88996,10.00528,12.80489,13.91503,18.67936,19.06188,18.24786,13.97448,..,LBN
119,Lesotho,26.87854,..,31.0419,31.23457,22.28772,..,21.32363,20.03004,27.77662,26.10021,26.43176,27.02813,23.07727,24.13145,23.30098,21.03127,20.86795,18.78613,17.52665,18.50722,20.17291,18.37349,18.38333,21.42766,20.9698,23.16576,22.91325,..,32.58335,37.01595,16.70684,16.58588,16.49668,16.50036,19.27971,20.16824,20.00969,22.95971,21.68183,20.87223,19.32194,18.2918,16.94235,18.76511,18.33419,18.491,18.1573,17.41473,..,LSO
120,Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.16047,..,..,..,..,..,..,64.72795,..,58.60111,61.35541,..,60.11637,..,..,62.80702,63.64984,..,..,..,LBR
121,Libya,..,36.0199,25.96748,..,..,..,..,..,9.68571,..,..,5.87718,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,LBY
122,Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.9334,..,..,..,..,LIE
123,Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.83562,3.53766,1.73698,1.9141,1.97653,1.54026,1.60092,0.9077,0.72153,0.61687,0.55624,0.62972,0.63801,0.50909,0.49191,0.14619,0.12745,0.13286,0.12104,..,..,LTU
124,Luxembourg,..,..,8.19299,9.03958,7.43511,8.3819,8.70285,8.5277,9.03901,..,..,20.98573,14.94813,16.78148,17.83984,..,17.61122,20.56455,13.86326,..,..,..,..,..,..,..,..,..,..,1.60016,1.77388,2.97164,2.83915,3.84615,3.14114,1.73086,1.18698,1.19138,1.78582,..,3.8312,4.33348,3.9408,3.88751,3.83094,2.00305,1.09671,..,..,LUX
125,Madagascar,..,..,36.96581,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.14005,36.15873,..,..,..,..,42.45611,43.00077,..,..,34.81699,33.27616,31.97687,31.21316,21.78714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MDG
126,Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.06041,..,..,..,..,0.98387,1.56823,2.55607,6.61294,0.75272,1.31062,..,..,..,..,..,..,..,..,..,MWI
127,Malaysia,16.77391,15.93297,14.96415,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.53212,..,..,..,4.49594,5.14569,1.52059,2.18311,3.47032,2.97124,0.59393,0.26712,3.05128,3.62823,4.34186,2.19309,3.18317,1.82172,0.52279,..,..,0.36502,1.19949,1.23454,..,MYS
128,Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.77966,..,4.34092,2.43544,1.26615,1.36955,..,..,2.09237,2.4028,2.39842,4.62813,4.81552,..,..,..,..,..,3.67369,1.07583,0.49595,..,MDV
129,Mali,..,87.20013,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.15567,..,..,55.24346,55.2954,53.02768,50.03733,48.26357,45.92671,..,38.87997,37.39459,35.98527,37.79548,..,40.5485,43.25554,42.13036,36.5337,..,MLI
130,Malta,..,18.01768,19.77079,20.75407,19.51601,17.25129,12.84076,7.17801,4.83261,3.62084,6.3693,8.39558,6.92605,10.22877,8.84571,5.76541,5.90998,7.14244,6.54671,5.23351,3.99646,3.83974,4.04507,3.78052,4.79626,4.40746,1.51524,0.2168,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9962,1.90108,0.32182,0.29909,0.24276,..,..,..,MLT
131,Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.59374,..,..,..,..,..,..,..,..,..,..,..,..,19.24157,18.84428,..,..,MHL
132,Martinique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.36173,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MTQ
133,Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.16116,51.14482,47.01361,..,41.83118,41.77327,41.60777,38.61409,38.34849,35.01143,27.66995,28.59784,26.2532,25.06003,28.0829,29.05164,28.53954,27.55701,28.10601,26.0228,23.81574,..,26.83792,21.51726,..,MRT
134,Mauritius,..,..,21.83685,21.48117,21.21368,20.53966,20.69649,17.44476,19.6555,22.2755,21.4263,17.72131,11.89316,8.75511,5.16671,..,1.33808,..,..,..,2.20315,6.66722,..,6.62323,5.89542,4.96405,2.94234,2.04161,3.93269,7.01666,6.63517,6.76998,5.02217,5.46535,4.89955,3.4204,3.29107,2.854,2.90926,2.67372,2.43024,2.06208,5.20415,2.72415,2.38616,2.68842,3.2473,2.72192,..,MUS
135,Mayotte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MYT
136,Mexico,..,21.11845,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.14126,3.83107,0.6177,0.14417,0.12277,0.11138,0.12007,0.80264,2.20296,3.24884,3.61731,3.67714,2.86824,1.72849,0.63096,0.09704,0.09368,0.10522,0.09556,0.12288,0.09136,..,MEX
137,Micronesia (Federated States of),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.70303,14.60707,..,..,..,FSM
138,Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MCO
139,Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.08971,14.76646,13.71952,9.83057,8.36006,6.13823,4.51429,5.81684,13.45717,7.1392,6.92391,1.83578,2.13423,2.10016,3.83753,2.96906,2.58573,3.1685,5.51438,4.83854,2.99825,1.91441,1.68763,..,MNG
140,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.67143,..,2.16245,2.07977,4.11546,4.31183,..,..,8.0091,3.06603,..,..,5.37162,7.51295,4.06977,..,MNE
141,Montserrat,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MSR
142,Morocco,..,..,..,..,..,69.52083,66.58778,64.36963,61.77104,59.6456,57.33549,54.79082,53.96268,51.58668,49.47862,50.35007,51.67783,53.09871,54.18352,55.55972,54.32021,54.37565,53.47267,51.25516,48.34915,45.30923,42.71198,40.82351,39.91916,33.85201,28.15032,23.14963,18.31141,16.51051,16.35271,15.19928,13.72854,12.08216,11.18388,11.03475,7.96362,6.80132,7.40816,5.98418,6.65514,..,5.5913,3.34856,..,MAR
143,Mozambique,..,..,..,76.50706,..,..,..,..,..,66.50871,..,67.93337,68.0202,57.27388,..,53.87165,54.51022,57.68389,..,61.07937,..,61.9116,63.36129,64.70102,63.96364,61.98125,..,..,57.71213,54.00376,50.15491,45.65399,48.39897,..,35.71175,30.56685,26.51351,21.44031,17.83637,16.08948,14.5962,16.25426,15.8761,14.76285,13.97859,12.73589,13.03609,13.76539,..,MOZ
144,Myanmar,..,39.83035,..,33.59746,41.06458,..,..,..,35.7344,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.82673,7.52281,9.05882,7.07293,8.53477,8.47399,9.37052,3.02444,8.64501,10.66568,10.92749,..,..,..,..,..,..,..,..,MMR
145,Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.65111,17.63001,..,14.99315,..,..,..,..,..,10.14121,9.64511,8.49403,7.86479,6.47747,6.84058,9.37845,9.48606,12.6964,10.03075,11.22121,11.49584,11.81978,..,10.1995,8.17435,..,..,..,0.43826,..,NAM
146,Nauru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.77068,..,14.93943,..,14.23267,..,..,NRU
147,Nepal,..,..,..,..,..,..,..,..,..,..,..,..,..,65.42069,63.3479,..,..,..,56.66847,..,..,..,..,..,..,..,..,..,..,42.52715,35.38069,..,..,25.37545,24.50935,..,..,..,..,..,..,2.25132,..,..,6.35809,3.99572,3.62056,6.58225,..,NPL
148,Netherlands,..,6.22688,6.92674,7.41751,8.22095,8.35056,7.35303,6.86652,6.32345,5.64182,5.47938,5.99375,7.96798,9.87165,11.17907,11.7279,6.47562,4.49308,2.82414,2.16989,2.22608,2.97046,4.38733,4.57618,1.21376,0.95704,0.87133,0.59975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NLD
149,Netherlands Antilles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
150,New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NCL
151,New Zealand,..,..,..,0.54067,0.85727,..,..,..,..,..,..,..,..,1.98576,..,..,..,..,..,..,..,1.18377,2.65331,..,2.82048,1.36498,1.11737,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8623,2.31811,1.96909,1.08213,0.54458,..,NZL
152,Nicaragua,..,43.42378,..,42.81288,..,..,..,..,..,..,34.40776,..,35.95063,35.30257,37.1924,31.6423,32.84826,31.35703,30.79292,32.73048,30.84789,28.50841,24.58284,23.98718,23.18309,24.85333,..,..,..,16.09718,12.65027,8.49766,1.58124,..,..,..,0.64395,0.81934,..,..,0.2867,..,..,..,..,..,..,..,..,NIC
153,Niger,..,..,..,92.40927,91.81133,..,..,..,..,..,..,..,..,..,..,..,83.46775,..,..,83.52922,83.11663,82.60177,83.9794,..,..,..,..,81.43153,80.85134,79.18337,78.32461,75.40263,72.55009,69.19162,66.27618,65.73594,64.31856,62.88065,58.96411,55.18752,51.18408,46.46394,44.41274,44.42712,43.92869,42.39807,41.18803,37.96412,..,NER
154,Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.63697,39.75424,..,..,..,37.03751,36.37542,35.29364,36.01691,41.78242,40.47014,40.02942,..,..,..,..,..,..,..,..,NGA
155,Niue,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NIU
156,Norfolk Island,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NFK
157,Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,MNP
158,Norway,..,..,..,..,..,..,0.01009,..,0.71581,0.93408,..,1.4157,1.63518,..,2.39331,3.48531,3.57806,2.76414,2.40048,1.34801,0.21502,..,0.29535,1.14917,1.5326,1.84696,1.69276,15.65971,0.1682,0.29598,0.16345,0.15098,0.14327,0.10885,0.5604,1.33822,1.0704,0.84884,0.60258,0.68306,0.76429,0.49323,0.09873,0.19629,0.21314,0.37966,0.309,0.16893,..,NOR
159,Oman,..,..,..,95.09919,90.59842,85.434,83.32157,..,77.43931,74.03288,..,68.40587,65.21477,60.10384,53.24886,48.44946,39.46801,38.29611,38.26496,36.90928,35.20084,33.43608,31.80017,27.40213,25.46345,24.17112,22.1077,20.68233,17.98779,16.40227,15.51217,14.2106,15.02174,17.14609,..,..,..,..,..,4.13772,..,2.84583,2.19714,1.81435,1.86902,1.99282,1.36584,1.02755,..,OMN
160,Pakistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.53279,49.02915,44.05677,40.67565,41.85624,35.77611,34.66367,32.91676,31.74715,34.17622,34.08071,35.31518,33.29993,32.34511,28.60292,29.39304,..,PAK
161,Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,PLW
162,Palestine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.60532,9.27602,10.74712,10.91606,11.45056,13.49826,16.44702,15.61798,15.78075,13.87411,12.15784,11.41516,10.00666,7.42294,6.63517,6.71121,7.1865,7.24478,6.27012,..,
163,Panama,25.30157,17.10081,14.58308,12.6363,..,11.19137,11.17191,..,9.22005,10.39263,11.72943,13.02032,13.99962,15.26747,15.62416,14.92916,15.42289,14.34513,14.93846,13.27215,13.16081,..,..,..,..,..,..,..,..,7.20142,5.31339,4.17893,2.26147,..,1.87426,2.38903,1.74349,1.89072,3.07492,6.0837,4.56321,5.32505,5.80508,7.49546,9.75318,12.60659,..,..,..,PAN
164,Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.85855,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.65176,..,..,..,25.17283,..,..,PNG
