,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,ISO-alpha3 code
165,Paraguay,21.18942,..,19.92419,..,..,21.82347,20.98474,20.01263,18.35277,17.09868,15.00731,13.06624,8.70269,12.84482,13.10949,13.0681,14.09694,13.19718,11.59609,9.46645,7.86459,5.76458,4.98815,4.52966,8.19252,..,4.77709,..,..,2.72001,1.75577,1.81412,3.53874,4.39003,4.7998,4.1964,5.92536,7.77043,9.39646,10.3288,10.47989,10.38268,10.95186,..,..,..,..,..,..,PRY
166,Peru,27.59059,..,..,..,..,..,..,..,..,..,..,11.2134,..,..,..,..,..,..,..,..,..,..,..,6.71922,..,11.88664,..,..,0.3496,..,..,..,..,..,0.12947,0.13067,0.17024,0.15571,0.1505,0.15751,0.14938,0.82706,..,..,..,1.71918,0.10499,0.22511,0.07131,PER
167,Philippines,..,..,..,..,..,..,..,..,..,..,..,7.30296,5.6917,7.40843,11.60358,..,6.12518,6.75302,3.27037,1.79214,2.4582,..,..,..,..,..,..,..,9.80459,10.7516,..,9.5542,8.68514,8.66152,9.13517,9.88261,11.52051,11.28715,9.96898,8.02511,..,..,..,..,2.10149,3.05856,4.07627,..,..,PHL
168,Pitcairn,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,PCN
169,Poland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.98496,3.26478,3.42674,4.3112,5.18176,5.9777,6.57046,6.51369,6.42041,6.36951,5.69542,5.20941,5.15772,4.62969,4.28565,4.61752,4.80975,4.30842,..,..,POL
170,Portugal,..,..,..,12.42322,12.53732,..,8.14742,7.20125,4.6684,..,4.97895,4.36502,..,..,0.07915,..,..,..,..,..,..,1.57177,..,..,2.53411,..,..,..,..,..,..,..,..,..,..,1.02858,1.34931,..,..,0.49219,0.38918,1.02927,0.896,0.97608,2.01706,3.02398,3.8045,..,..,PRT
171,Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.43124,13.79357,13.29647,14.20892,13.70603,15.6621,21.47626,..,..,PRI
172,Qatar,..,25.42827,16.21396,14.20722,15.65495,..,9.06842,11.10208,7.2376,6.60309,..,7.10923,..,8.96394,7.66234,8.0314,4.74302,11.14303,11.74611,13.07531,15.50661,19.34288,22.45033,22.44049,17.73762,..,..,..,..,0.18812,2.02089,0.33427,3.21458,5.77785,7.32304,..,3.01193,1.41177,..,1.71187,3.4144,1.41098,0.63144,4.0691,4.51088,2.74301,2.38821,1.74021,..,QAT
173,Republic of Korea,..,5.87714,3.86783,4.53118,4.76016,4.05247,2.98197,3.70532,3.19983,1.42704,0.00569,..,..,..,0.63642,1.1093,1.41323,0.26176,..,..,..,..,..,..,..,..,..,..,0.45945,..,0.10316,1.51576,1.95437,1.35147,1.69526,0.57362,0.53996,0.43783,0.19282,0.31341,0.6289,0.66665,2.1602,5.04183,4.87865,2.29786,3.26181,..,..,KOR
174,Republic of Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.91691,5.58017,4.25869,3.77434,3.49243,6.72633,9.14479,10.31406,10.0434,10.48373,9.85506,9.78023,9.54444,9.38475,10.06061,10.31356,10.22997,10.39165,..,MDA
175,Réunion,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.61537,1.31409,0.24643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,REU
176,Romania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.21994,18.02122,12.21937,9.65383,8.76167,4.38232,6.99717,7.48188,8.20394,5.94893,2.9641,1.20342,2.62477,4.80827,5.05084,5.60169,5.72327,6.41165,7.10989,8.35421,..,..,9.22911,9.90415,..,..,ROU
177,Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.14807,6.55728,..,..,..,..,..,..,..,..,..,..,6.37788,5.76649,4.64252,3.00208,..,2.14794,2.03351,1.87639,2.99325,1.83551,1.82697,..,..,RUS
178,Rwanda,..,..,..,49.9088,52.00717,53.61757,..,49.38259,46.74858,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.66888,..,..,15.93755,10.16309,..,..,..,..,..,..,..,..,..,..,..,..,3.63325,5.74566,..,RWA
179,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SHN
180,Saint Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,KNA
181,Saint Lucia,..,..,..,..,..,..,..,..,..,..,..,2.91142,2.19415,..,..,..,..,..,..,..,4.08338,..,..,..,..,..,..,..,..,..,11.31476,11.50617,2.865,4.14337,6.60637,8.90117,6.42563,6.80278,..,..,..,..,..,..,..,..,..,..,..,LCA
182,Saint Pierre and Miquelon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SPM
183,Saint Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.29961,..,2.92252,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.00923,..,..,..,..,..,3.25694,..,4.78529,..,1.23149,1.89265,2.20901,..,VCT
184,Saint-Barthélemy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
185,Saint-Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
186,Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.99603,..,..,..,0.55178,6.87085,6.98606,3.3879,..,..,..,..,..,..,..,..,2.89763,3.84039,2.56262,..,1.90463,2.07201,2.25683,3.23741,..,WSM
187,San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.02635,..,..,7.09677,..,..,..,..,..,..,SMR
188,Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,4.51363,4.60149,..,..,..,8.45012,..,..,..,..,..,..,..,..,..,..,19.57855,..,..,5.73987,3.51118,..,2.26797,..,9.77029,9.14693,6.73422,7.42595,..,..,8.95009,8.84337,9.71309,..,3.27321,..,STP
189,Saudi Arabia,..,..,..,..,..,..,..,..,..,68.62118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.8092,3.5629,3.43001,0.3292,..,..,..,..,..,..,SAU
190,Senegal,..,..,..,..,..,..,..,..,75.12396,73.00516,72.00892,71.06269,69.68349,68.02762,67.16531,66.30502,62.6778,..,61.36532,..,61.77888,..,61.8452,..,..,..,56.21977,51.74726,48.60821,49.84614,45.66407,..,..,37.97735,38.28638,36.7799,33.72811,30.60029,29.03081,28.13526,26.76897,25.90847,22.31405,23.42374,22.55689,22.33529,24.00846,20.59842,..,SEN
191,Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1104,1.71063,2.08449,4.32337,5.62466,2.74295,3.63705,3.30976,1.13325,0.69704,0.77919,1.358,..,SRB
192,Seychelles,..,..,..,..,..,..,..,..,..,14.22131,..,..,..,..,..,..,..,..,..,..,..,..,..,12.67898,8.11777,6.82108,6.82398,..,..,..,5.09772,13.11331,6.7622,5.71988,4.93198,5.26309,..,..,..,..,..,..,..,..,..,..,..,..,..,SYC
193,Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,64.03901,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.34408,1.443,..,5.14727,0.54045,..,..,SLE
194,Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SGP
195,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SXM
196,Slovakia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SVK
197,Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.07765,5.36842,4.93835,2.21327,3.56537,3.26154,4.00182,3.16069,2.35444,0.23041,1.69034,2.26054,2.41239,2.24453,2.23601,2.22785,1.80339,1.13991,1.64266,1.8242,1.36765,1.58733,..,..,SVN
198,Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.97772,20.4753,20.7366,..,..,..,..,..,29.02648,30.03658,29.26611,27.10946,30.20762,..,SLB
199,Somalia,..,..,..,..,..,..,84.58512,85.93873,88.31575,88.36915,89.17219,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SOM
200,South Africa,34.73154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.76331,..,..,7.89828,6.71944,..,..,5.481,4.57005,7.03799,6.54859,6.34355,6.38645,6.80581,8.11557,..,..,..,..,..,..,..,..,..,8.19847,..,..,..,ZAF
201,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.04844,..,..,..,72.23413,..,..,..,SSD
202,Spain,..,5.66206,4.12424,3.34916,..,..,..,0.07172,1.25938,0.96853,..,..,..,..,..,..,..,..,1.56696,0.89673,1.10732,..,0.49489,..,..,..,..,..,..,0.08743,0.01512,0.06637,0.05906,0.09579,0.17452,0.48439,0.37434,0.14949,0.0687,0.0855,0.16022,0.15634,0.13698,0.64561,1.28919,0.90763,1.39926,..,..,ESP
203,Sri Lanka,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.28649,..,2.76232,3.53321,3.9811,4.88925,7.26034,5.78212,5.81822,5.6401,4.49392,3.57131,..,..,..,..,LKA
204,Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.42754,43.18157,41.96832,40.84563,40.41989,37.44118,38.41319,..,SDN
205,Sudan (pre-secession),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
206,Suriname,..,..,..,..,..,..,..,6.57145,5.69892,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.49324,14.18733,16.27876,9.28035,4.93844,6.34344,7.27341,6.39463,6.49562,5.87171,4.70223,3.21644,7.91656,..,SUR
207,Svalbard and Jan Mayen Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,SJM
208,Sweden,..,..,..,..,..,..,..,..,..,..,..,..,3.66329,..,..,..,..,1.94403,1.58527,1.24202,0.45672,0.1625,..,..,..,..,..,..,..,..,0.89734,..,0.69195,1.22278,3.39815,4.79384,5.05211,3.90973,1.88313,0.97,0.94692,0.75921,0.49962,0.24272,0.17218,0.32741,0.51222,..,..,SWE
209,Switzerland,..,..,..,..,..,..,..,23.37129,22.86767,..,..,22.27725,22.38953,22.57982,22.99416,23.14819,22.78443,21.49936,19.748,17.89634,16.20094,15.35517,15.3098,15.86257,16.62605,11.38753,9.34187,..,..,0.30668,0.30252,0.24191,0.21564,0.18516,..,..,..,..,..,..,0.68233,0.48004,0.39064,0.11048,0.11695,0.14094,0.18165,..,..,CHE
210,Syrian Arab Republic,..,45.46897,..,35.22809,..,..,..,..,29.32171,28.34371,25.36808,24.12338,22.3743,21.12,18.44201,16.11707,13.73087,9.68639,9.63484,9.01662,9.42521,..,..,..,..,..,7.39015,7.98572,6.70172,..,..,..,..,..,..,..,1.79029,1.86266,1.77131,1.98844,..,..,..,33.47743,..,..,..,..,..,SYR
211,Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.7031,8.7336,5.66215,5.27004,4.47901,4.53929,5.25639,5.86393,3.6457,3.12078,2.79775,3.2313,2.88353,3.43123,4.80042,5.55401,5.24128,2.15422,..,TJK
212,Thailand,..,..,..,28.27674,27.41465,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.94333,2.35656,2.83275,2.2089,..,..,..,..,..,..,..,..,..,THA
213,The former Yugoslav Republic of Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.92168,10.21788,5.15564,5.68149,6.45037,7.81728,7.8524,7.97773,9.09387,9.40956,9.66282,8.64117,5.18949,..,10.90387,11.83692,11.25555,8.46039,..,..,..,
214,Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.64598,22.83178,13.25731,8.01881,8.66486,9.32554,10.66433,13.42547,16.64538,17.72786,..,TLS
215,Togo,..,67.77068,65.47781,..,..,..,..,..,46.20506,44.1019,43.18884,..,45.01095,45.27798,52.22339,53.65959,57.13009,50.44184,49.55254,49.195,47.34061,44.52784,..,..,47.61597,39.57017,33.41179,35.08816,..,..,..,21.02428,..,18.96528,15.78691,15.73702,..,15.86502,14.17308,..,..,..,..,..,11.72274,..,11.91184,11.26805,..,TGO
216,Tokelau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,TKL
217,Tonga,12.36663,12.59065,5.96465,..,10.95807,2.66371,..,..,..,..,..,..,..,7.01909,..,1.87239,3.48367,..,..,..,6.84673,..,..,6.56904,..,..,..,..,6.91797,12.08959,..,..,..,..,..,..,..,..,..,..,..,..,..,2.55557,..,..,..,..,..,TON
218,Trinidad and Tobago,..,6.54813,7.40843,8.11524,8.3611,7.38835,3.73625,3.76866,5.2869,9.92805,13.35966,7.58001,6.95872,5.91788,7.333,6.91249,8.6258,6.95534,6.00227,7.64124,8.11539,10.30893,10.76475,11.46734,..,..,11.25978,11.16166,..,1.67794,1.31916,1.89451,4.5249,4.1521,3.31367,6.33926,..,3.82134,2.27486,3.29175,1.60106,..,..,..,..,..,..,..,..,TTO
219,Tunisia,..,35.98509,..,..,..,38.67878,..,..,34.89341,32.60489,30.3387,27.77335,24.28629,20.59388,..,..,..,..,..,..,11.30306,9.83319,8.96258,7.5849,7.17563,6.37144,7.08735,7.68159,..,7.12278,5.84966,3.54504,..,..,..,1.33802,1.33577,2.58293,2.39793,1.75619,..,..,..,..,..,..,..,..,..,TUN
220,Turkey,..,..,..,..,23.55924,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.15107,11.67734,..,11.68651,..,9.17921,..,..,..,..,..,..,3.80193,2.91269,3.4243,5.51203,4.63507,5.41768,6.7434,7.05946,5.66775,5.49312,5.95287,..,..,TUR
221,Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,TKM
222,Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,TCA
223,Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,TUV
224,Uganda,..,..,..,..,..,..,..,..,..,66.82761,..,63.38688,60.45874,..,..,..,46.59486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.86894,10.98929,8.28841,..,7.57807,..,..,..,..,..,UGA
225,Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.65031,9.87584,10.46043,10.21027,11.41217,11.93101,12.0295,11.64882,8.94875,6.53234,5.36274,4.90792,6.26277,..,..,..,..,UKR
226,United Arab Emirates,..,..,..,..,..,..,..,..,21.53634,..,24.70911,27.87451,23.46025,28.79932,29.06354,29.20608,28.06646,18.03799,15.1906,10.53013,6.23636,5.3883,9.22188,10.96013,12.50428,12.21382,14.86419,18.3779,17.31887,..,..,..,..,..,..,..,..,6.21988,..,..,..,..,4.50833,4.40363,3.60799,3.31724,3.64882,..,..,ARE
227,United Kingdom of Great Britain and Northern Ireland,..,1.90046,2.87498,3.80149,4.21748,4.19687,3.97633,3.67521,3.58168,3.44438,2.1314,2.21903,3.13011,4.80193,5.44585,6.3856,4.80058,1.85833,0.20734,..,..,1.62123,3.23446,..,..,..,..,..,0.15348,0.02258,0.01677,..,0.18274,..,0.60532,..,0.18982,2.03036,1.14396,1.88736,1.64413,1.57549,1.38784,..,..,..,0.30799,..,..,GBR
228,United Republic of Tanzania,..,..,..,..,..,..,..,..,..,..,..,32.05565,36.07833,36.65438,..,42.40887,43.62556,45.42595,47.25053,47.46888,48.2151,48.98908,49.00571,49.57987,50.56086,50.72782,50.63907,50.1792,50.61086,50.17552,46.81714,43.06525,29.28037,21.59759,17.37431,13.1632,7.46529,..,5.92756,..,11.92224,..,16.84264,18.79907,19.77179,..,17.92332,17.92332,..,TZA
229,United States of America,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.721,3.89133,..,..,1.03291,1.32565,..,3.34585,3.57478,2.86485,3.85368,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.85706,6.25075,6.06781,5.30829,4.99852,4.29742,..,..,USA
230,United States Virgin Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,VIR
231,Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.77788,..,..,..,..,..,..,7.46046,5.66506,4.93352,6.60123,7.05812,7.40355,7.36161,..,..,..,..,..,..,..,2.54557,..,1.82997,0.94143,0.86306,..,..,..,0.59516,5.53719,2.34007,1.66683,..,..,URY
232,Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.22246,9.54777,10.04852,9.15161,8.48345,6.7953,5.44713,4.23934,3.60684,3.21025,2.2773,..,UZB
233,Vanuatu,..,..,..,..,..,..,..,..,..,..,..,16.17818,..,..,..,..,..,..,..,25.83298,..,..,..,..,..,..,..,..,..,3.0221,..,..,..,..,2.64956,..,..,..,..,..,..,..,..,..,..,12.02528,..,..,..,VUT
234,Venezuela (Bolivarian Republic of),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.33933,11.76495,9.1265,6.29145,7.63563,7.43806,8.51246,7.9123,6.99372,8.80116,6.98591,6.16972,6.16719,7.50463,8.11634,7.19275,8.05169,11.09949,13.92018,..,VEN
235,Viet Nam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,VNM
236,Wallis and Futuna Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,WLF
237,Western Sahara,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,ESH
238,Yemen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.90119,..,..,..,41.66832,38.22289,34.7333,..,..,31.29606,..,26.90335,..,23.14503,22.10868,..,..,22.07062,..,..,YEM
239,Zambia,..,..,27.36024,..,..,..,23.91931,23.58954,24.22241,24.2366,24.01824,23.83145,23.93656,22.45067,21.47945,..,19.59682,..,21.04338,..,..,..,..,..,28.03965,29.81823,..,..,32.77996,34.38224,34.08146,34.08393,31.47313,..,18.58955,9.90138,11.31295,10.01328,..,11.67499,14.27472,10.48393,8.41959,11.12938,..,..,..,12.10983,..,ZMB
240,Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00718,13.09946,12.65186,10.30497,13.83768,14.9534,..,..,..,..,..,..,..,..,11.01593,13.99542,..,..,..,..,..,ZWE
241,Sustainable Development Goal Regions,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,  World,35.50045,36.07344,35.22823,32.27248,31.28428,29.54756,28.75912,29.24416,31.09186,30.85628,29.46189,28.30113,27.72229,27.32836,26.81217,25.69538,24.41544,23.92368,23.00072,22.10199,22.17706,22.0022,22.19736,21.82196,21.4657,21.62739,21.56024,21.1737,20.21076,19.00491,17.98761,17.41165,16.31381,14.19076,12.98085,12.68332,12.13497,10.95222,10.47852,10.28753,10.06433,9.84192,9.67985,9.73082,9.75475,9.7658,9.72997,9.81407,..,
243,  Landlocked Developing Countries,..,..,..,..,..,63.78119,63.0248,61.97733,61.86842,60.52904,57.38776,54.42748,55.09807,54.1109,53.53451,53.04029,52.72539,51.77729,51.28886,50.59162,50.45097,50.51653,51.5347,51.687,50.38096,48.52518,47.20875,43.39647,42.59337,41.90544,40.40489,39.12508,36.05949,34.15811,32.50799,30.47162,28.27594,27.30187,24.73035,23.99099,24.37482,22.52096,21.48874,20.47223,20.37605,20.7286,20.53622,20.36703,..,
244,  Least Developed Countries,71.35845,73.21275,70.14689,66.3114,66.02053,62.61345,60.15232,59.71807,58.30974,56.93407,55.04496,53.79284,54.86512,54.8027,54.27128,55.02978,54.82359,55.28104,52.40688,52.48215,53.069,51.37457,51.12508,50.87719,49.91497,48.79188,48.49357,46.35853,46.01693,45.68938,43.31883,41.00609,37.49873,34.4749,31.72815,29.29052,26.89639,25.47913,23.67404,22.64589,22.54524,21.64027,20.74736,20.18628,19.96844,20.28879,20.27527,20.46128,..,
245,  Small Island Developing States,..,24.72036,23.75107,23.10661,22.78567,21.91965,20.76629,20.6887,20.97012,20.91683,20.49929,20.90999,20.23621,20.48645,21.16292,20.41707,20.39133,22.35413,23.40989,23.92403,25.40817,26.75035,26.59583,25.93173,24.87099,24.41139,23.06389,22.30808,20.43984,20.67063,20.90639,21.29132,21.41651,23.03481,23.58073,23.52418,23.08872,21.28545,20.90696,17.89527,15.01259,12.68877,11.27433,11.3147,11.9026,11.51156,11.42752,11.21139,..,
246,  Africa (Sub-Saharan) ,..,..,67.01942,65.78691,63.95137,62.32625,61.24857,58.65557,55.88148,52.51033,50.0413,47.75932,46.0503,45.71038,46.37921,47.73416,49.52106,50.69325,51.35304,50.85771,51.36931,50.15981,50.23421,49.63595,49.26608,48.80016,50.29584,47.14792,46.00577,44.74954,42.60272,40.63527,39.03465,36.54325,34.56424,32.37147,30.66964,28.56642,27.40175,26.6806,26.68796,25.04873,24.27283,23.65064,23.22877,23.21391,23.05686,23.00016,..,
247,  Western Asia and Northern Africa,45.95136,46.08,45.20624,44.25645,44.03725,42.78091,41.51708,40.72933,40.37649,38.21041,36.98108,36.36966,35.1553,33.89689,31.35516,30.83972,29.64868,28.5975,27.41262,27.44665,26.2244,25.73861,28.75351,28.8817,26.84253,28.0445,25.46873,25.19751,24.18762,22.61095,21.19371,19.53489,18.18426,17.09179,16.20257,15.40275,14.93318,13.21619,12.22889,12.10732,10.91719,11.55286,10.84877,12.04499,12.32325,11.961,11.4827,11.18052,..,
248,  Africa (Northern),54.05365,54.07537,52.83341,52.14268,51.94913,49.83874,48.60265,47.52733,46.42298,45.69871,44.48565,43.50013,42.29228,40.48601,38.57442,37.43685,36.26683,34.91292,33.66237,33.26054,32.64327,31.82572,35.06376,34.48689,29.96963,32.29839,27.7341,27.50199,26.96527,25.42227,23.61981,21.95165,20.34374,19.26991,18.11351,17.27977,17.0569,14.69266,13.2606,13.26337,12.2977,14.35443,12.85691,12.2432,12.19012,11.73108,10.43615,10.00761,..,
249,  Asia (Western),..,..,..,33.95479,33.80296,33.74775,32.55775,32.24469,32.92576,29.1038,27.97907,27.93457,26.81763,26.27864,23.07475,23.3149,22.12848,21.45774,20.37559,20.92272,19.46617,19.1771,21.97176,22.86936,23.50759,23.52084,23.09033,22.78637,21.31722,19.74853,18.76308,17.15965,16.09574,14.94117,14.35904,13.49543,12.80997,11.75577,11.21588,11.00376,9.59414,8.85238,8.90346,11.84188,12.45477,12.18859,12.52171,12.35377,..,
250,  Asia (Central and Southern),55.48631,56.53033,54.56327,50.47538,50.77894,48.75943,48.10575,46.3901,49.51772,50.2676,48.53332,47.15599,46.98168,45.1809,43.2018,43.15361,41.09682,42.70577,39.76312,36.59479,36.17746,35.46354,34.27413,32.04782,30.22787,29.72831,29.15249,29.05805,30.05369,29.14366,26.8206,25.96534,24.46752,17.13988,14.62561,12.74349,10.8906,8.8702,8.1399,8.04422,7.34285,7.68181,7.22017,6.98228,6.90453,6.72983,6.45866,6.72871,..,
